count(*)	DWC_InstitutionCode	DWC_CollectionCode	SCAN_InsitutionCode	SCAN_CollectionName
1	JWH	RC.284	GBIF	GBIF Extract with Location Data
6	JWH	RC.285	GBIF	GBIF Extract with Location Data
2	JWH	RC.287	GBIF	GBIF Extract with Location Data
1	JWH	RC.288	GBIF	GBIF Extract with Location Data
3	JWH	RC.289	GBIF	GBIF Extract with Location Data
5	JWH	RC.290	GBIF	GBIF Extract with Location Data
13	JWH	RC.291	GBIF	GBIF Extract with Location Data
3	JWH	RC.293	GBIF	GBIF Extract with Location Data
2	JWH	RC.297	GBIF	GBIF Extract with Location Data
3	JWH	RC.301	GBIF	GBIF Extract with Location Data
17	JWH	RC.303	GBIF	GBIF Extract with Location Data
5	JWH	RC.304	GBIF	GBIF Extract with Location Data
2	JWH	RC.305	GBIF	GBIF Extract with Location Data
3	JWH	RC.306	GBIF	GBIF Extract with Location Data
4	JWH	RC.307	GBIF	GBIF Extract with Location Data
3	JWH	RC.308	GBIF	GBIF Extract with Location Data
11	JWH	RC.309	GBIF	GBIF Extract with Location Data
5	JWH	RC.310	GBIF	GBIF Extract with Location Data
3	JWH	RC.313	GBIF	GBIF Extract with Location Data
2	JWH	RC.315	GBIF	GBIF Extract with Location Data
6	JWH	RC.316	GBIF	GBIF Extract with Location Data
3	JWH	RC.318	GBIF	GBIF Extract with Location Data
1	JWH	RC.319	GBIF	GBIF Extract with Location Data
12	JWH	RC.320	GBIF	GBIF Extract with Location Data
15	JWH	RC.322	GBIF	GBIF Extract with Location Data
18	JWH	RC.323	GBIF	GBIF Extract with Location Data
6	JWH	RC.325	GBIF	GBIF Extract with Location Data
1	JWH	RC.326	GBIF	GBIF Extract with Location Data
2	JWH	RC.327	GBIF	GBIF Extract with Location Data
9	JWH	RC.328	GBIF	GBIF Extract with Location Data
1	JWH	RC.330	GBIF	GBIF Extract with Location Data
1	JWH	RC.331	GBIF	GBIF Extract with Location Data
3	JWH	RC.333	GBIF	GBIF Extract with Location Data
5	JWH	RC.335	GBIF	GBIF Extract with Location Data
6	JWH	RC.336	GBIF	GBIF Extract with Location Data
2	JWH	RC.337	GBIF	GBIF Extract with Location Data
1	JWH	RC.338	GBIF	GBIF Extract with Location Data
13	JWH	RC.339	GBIF	GBIF Extract with Location Data
1	JWH	RC.342	GBIF	GBIF Extract with Location Data
1	JWH	RC.344	GBIF	GBIF Extract with Location Data
2	JWH	RC.345	GBIF	GBIF Extract with Location Data
3	JWH	RC.347	GBIF	GBIF Extract with Location Data
3	JWH	RC.348	GBIF	GBIF Extract with Location Data
1	JWH	RC.349	GBIF	GBIF Extract with Location Data
1	JWH	RC.350	GBIF	GBIF Extract with Location Data
1	JWH	RC.351	GBIF	GBIF Extract with Location Data
2	JWH	RC.352	GBIF	GBIF Extract with Location Data
1	JWH	RC.353	GBIF	GBIF Extract with Location Data
2	JWH	RC.354	GBIF	GBIF Extract with Location Data
2	JWH	RC.361	GBIF	GBIF Extract with Location Data
1	JWH	RC.366	GBIF	GBIF Extract with Location Data
2	JWH	RC.369	GBIF	GBIF Extract with Location Data
2	JWH	RC.371	GBIF	GBIF Extract with Location Data
2	JWH	RC.373	GBIF	GBIF Extract with Location Data
1	JWH	RC.374	GBIF	GBIF Extract with Location Data
1	JWH	RC.375	GBIF	GBIF Extract with Location Data
1	JWH	RC.376	GBIF	GBIF Extract with Location Data
3	JWH	RC.378	GBIF	GBIF Extract with Location Data
3	JWH	RC.381	GBIF	GBIF Extract with Location Data
1	JWH	RC.384	GBIF	GBIF Extract with Location Data
7	JWH	RC.386	GBIF	GBIF Extract with Location Data
2	JWH	RC.387	GBIF	GBIF Extract with Location Data
2	JWH	RC.388	GBIF	GBIF Extract with Location Data
3	JWH	RC.389	GBIF	GBIF Extract with Location Data
1	JWH	RC.390	GBIF	GBIF Extract with Location Data
1	JWH	RC.391	GBIF	GBIF Extract with Location Data
5	JWH	RC.392	GBIF	GBIF Extract with Location Data
2	JWH	RC.393	GBIF	GBIF Extract with Location Data
1	JWH	RC.394	GBIF	GBIF Extract with Location Data
1	JWH	RC.395	GBIF	GBIF Extract with Location Data
1	JWH	RC.396	GBIF	GBIF Extract with Location Data
1	JWH	RC.397	GBIF	GBIF Extract with Location Data
2	JWH	RC.400	GBIF	GBIF Extract with Location Data
3	JWH	RC.405	GBIF	GBIF Extract with Location Data
1	JWH	RC.407	GBIF	GBIF Extract with Location Data
1	JWH	RC.408	GBIF	GBIF Extract with Location Data
2	JWH	RC.409	GBIF	GBIF Extract with Location Data
1	JWH	RC.410	GBIF	GBIF Extract with Location Data
4	JWH	RC.411	GBIF	GBIF Extract with Location Data
3	JWH	RC.412	GBIF	GBIF Extract with Location Data
1	JWH	RC.413	GBIF	GBIF Extract with Location Data
1	JWH	RC.414	GBIF	GBIF Extract with Location Data
3	JWH	RC.415	GBIF	GBIF Extract with Location Data
1	JWH	RC.416	GBIF	GBIF Extract with Location Data
2	JWH	RC.417	GBIF	GBIF Extract with Location Data
2	JWH	RC.418	GBIF	GBIF Extract with Location Data
1	JWH	RC.419	GBIF	GBIF Extract with Location Data
1	JWH	RC.420	GBIF	GBIF Extract with Location Data
2	JWH	RC.421	GBIF	GBIF Extract with Location Data
2	JWH	RC.422	GBIF	GBIF Extract with Location Data
1	JWH	RC.426	GBIF	GBIF Extract with Location Data
1	JWH	RC.427	GBIF	GBIF Extract with Location Data
1	JWH	RC.428	GBIF	GBIF Extract with Location Data
1	JWH	RC.429	GBIF	GBIF Extract with Location Data
1	JWH	RC.430	GBIF	GBIF Extract with Location Data
3	JWH	RC.431	GBIF	GBIF Extract with Location Data
1	JWH	RC.432	GBIF	GBIF Extract with Location Data
3	JWH	RC.434	GBIF	GBIF Extract with Location Data
1	JWH	RC.435	GBIF	GBIF Extract with Location Data
2	JWH	RC.437	GBIF	GBIF Extract with Location Data
1	JWH	RC.438	GBIF	GBIF Extract with Location Data
3	JWH	RC.439	GBIF	GBIF Extract with Location Data
2	JWH	RC.440	GBIF	GBIF Extract with Location Data
1	JWH	RC.441	GBIF	GBIF Extract with Location Data
1	JWH	RC.442	GBIF	GBIF Extract with Location Data
1	JWH	RC.443	GBIF	GBIF Extract with Location Data
1	JWH	RC.445	GBIF	GBIF Extract with Location Data
1	JWH	RC.448	GBIF	GBIF Extract with Location Data
1	JWH	RC.449	GBIF	GBIF Extract with Location Data
1	JWH	RC.450	GBIF	GBIF Extract with Location Data
1	JWH	RC.451	GBIF	GBIF Extract with Location Data
1	JWH	RC.452	GBIF	GBIF Extract with Location Data
2	JWH	RC.453	GBIF	GBIF Extract with Location Data
1	JWH	RC.454	GBIF	GBIF Extract with Location Data
1	JWH	RC.455	GBIF	GBIF Extract with Location Data
1	JWH	RC.456	GBIF	GBIF Extract with Location Data
1	JWH	RC.458	GBIF	GBIF Extract with Location Data
1	JWH	RC.459	GBIF	GBIF Extract with Location Data
1	JWH	RC.461	GBIF	GBIF Extract with Location Data
1	KAVE	NULL	AMNH	Tri-Trophic TCN
14	KBIN	NULL	AMNH	Tri-Trophic TCN
5	KCMI	KCMI	GBIF	GBIF Extract without Location Information
1	Kentuky	NULL	UNL	Scarab Central: World Scarabaeoidea
1	KIDR	MM	GBIF	GBIF Extract without Location Information
44	KNWR	NULL	AMNH	Tri-Trophic TCN
586	KNWR	Ento	GBIF	GBIF Extract with Location Data
1679	KU	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1814	KU	NULL	AMNH	Tri-Trophic TCN
10	KU	SEMC	GBIF	GBIF Extract with Location Data
4	La Rue	NULL	UNL	Scarab Central: World Scarabaeoidea
178	LACM	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1385	LACM	NULL	AMNH	Tri-Trophic TCN
2408	LACM	ENT	EMEC	Essig Museum of Entomology
1	Lago coll.	NULL	UNL	Scarab Central: World Scarabaeoidea
1115	LBOB	NULL	AMNH	Tri-Trophic TCN
4	LEGON-GC	GCinsects1	GBIF	GBIF Extract without Location Information
1	LEHMAN	NULL	UNL	Scarab Central: World Scarabaeoidea
131	León	NULL	UNL	Scarab Central: World Scarabaeoidea
334	LI	Biologiezentrum Linz	GBIF	GBIF Extract without Location Information
1	ligata	NULL	AMNH	Tri-Trophic TCN
166	LSU	NULL	AMNH	Tri-Trophic TCN
389	MACN	NULL	AMNH	Tri-Trophic TCN
7	MACN	MACN-Ar	GBIF	GBIF Extract with Location Data
3	MACN	MACN-Ar	GBIF	GBIF Extract without Location Information
5	MADUG	MADUG-IV	GBIF	GBIF Extract with Location Data
1	Maes Coll	NULL	UNL	Scarab Central: World Scarabaeoidea
4115	Maes Coll.	NULL	UNL	Scarab Central: World Scarabaeoidea
102	Managua	NULL	UNL	Scarab Central: World Scarabaeoidea
4	Mankins	NULL	UNL	Scarab Central: World Scarabaeoidea
1493	McGill University	LEMQ	GBIF	GBIF Extract with Location Data
15	McGill University	LEMQ	GBIF	GBIF Extract without Location Information
8	MCNZ	NULL	AMNH	Tri-Trophic TCN
10	MCZ	Cryo	GBIF	GBIF Extract with Location Data
17903	MCZ	IZ	GBIF	GBIF Extract with Location Data
5	MCZ	IZ	GBIF	GBIF Extract without Location Information
1	MCZ	Mala	GBIF	GBIF Extract with Location Data
34	Meesters Coll.	NULL	UNL	Scarab Central: World Scarabaeoidea
309	MEFLG	NULL	AMNH	Tri-Trophic TCN
56349	MEMU	NULL	AMNH	Tri-Trophic TCN
1	MEUV	NULL	AMNH	Tri-Trophic TCN
1	MfN	Heteroptera Collection	GBIF	GBIF Extract without Location Information
43	MfN	MfN - Fossil invertebrates III	GBIF	GBIF Extract without Location Information
1	MHNCM	MHNCM	GBIF	GBIF Extract with Location Data
1605	MHNES	NULL	UNL	Scarab Central: World Scarabaeoidea
361	MHNG	NULL	AMNH	Tri-Trophic TCN
3	MIZPAN	Aphidoidea Collection	GBIF	GBIF Extract without Location Information
5398	MIZPAN	Araneae Collection	GBIF	GBIF Extract without Location Information
4	MIZPAN	Bird Collection of Museum and Institute of Zoology PAS	GBIF	GBIF Extract without Location Information
104	MMRL	NULL	UNL	Scarab Central: World Scarabaeoidea
744	MMWVU	NULL	AMNH	North American Bee Collections
11	MNHN	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
488	MNHN	NULL	AMNH	Tri-Trophic TCN
2	MNHN	AR	GBIF	GBIF Extract with Location Data
1	MNHN	MNHN	GBIF	GBIF Extract without Location Information
1	MNHNL	Recorder database	GBIF	GBIF Extract without Location Information
1	MNHW	Collection of Heteroptera	GBIF	GBIF Extract without Location Information
226	MNRJ	NULL	AMNH	Tri-Trophic TCN
11731	MPEG	ARA	GBIF	GBIF Extract without Location Information
197	MRAC	NULL	AMNH	Tri-Trophic TCN
41	MSU	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1	MTEC	NULL	AMNH	Tri-Trophic TCN
44	MUSM	NULL	AMNH	Tri-Trophic TCN
150	MVY	NULL	AMNH	North American Bee Collections
16	MZH	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
74	MZH	NULL	AMNH	Tri-Trophic TCN
1	MZH	Virtala.www_araneae	GBIF	GBIF Extract without Location Information
1	MZNA	MZ	GBIF	GBIF Extract with Location Data
225	MZSP	NULL	AMNH	Tri-Trophic TCN
1	National Museum of the Czech Republic	NM	GBIF	GBIF Extract without Location Information
41	naturgucker	naturgucker	GBIF	GBIF Extract with Location Data
15	NAUF	NULL	AMNH	Tri-Trophic TCN
2	NAUF	B	NAUF	Colorado Plateau Museum of Arthropod Biodiversity
1648	NAUF	GEWA	NAUF	Colorado Plateau Museum of Arthropod Biodiversity
103	NCSU	NULL	AMNH	North American Bee Collections
90	NCSU	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
116024	NCSU	NULL	AMNH	Tri-Trophic TCN
72	NDBC	NULL	AMNH	North American Bee Collections
472	NEMU	NULL	AMNH	North American Bee Collections
10	NHMW	NULL	AMNH	Tri-Trophic TCN
4	NHRS	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
29	NHRS	NULL	AMNH	Tri-Trophic TCN
6	NIAES	SUGI	GBIF	GBIF Extract without Location Information
22	NIC	NULL	UNL	Scarab Central: World Scarabaeoidea
1	NMLS	NULL	AMNH	North American Bee Collections
3	NMPC	NULL	AMNH	Tri-Trophic TCN
304	NMSU-EPPWS	Arth	GBIF	GBIF Extract without Location Information
1	NOAA	1997 EMAP Carolinian Province	GBIF	GBIF Extract with Location Data
1	NOAA/HML	May River Study	GBIF	GBIF Extract with Location Data
15	NRM	NHRS	GBIF	GBIF Extract without Location Information
53	NSBC	NULL	AMNH	North American Bee Collections
2596	NSMK	EN-SP	GBIF	GBIF Extract without Location Information
2486	NSMK	SP	GBIF	GBIF Extract without Location Information
255	NSMK	SP-OB	GBIF	GBIF Extract without Location Information
86	NSULA	NSULA	GBIF	GBIF Extract with Location Data
6	NSULA	NSULA	GBIF	GBIF Extract without Location Information
44	NTSRV	AL-NHP	GBIF	GBIF Extract without Location Information
7	NTSRV	CA-NHP	GBIF	GBIF Extract without Location Information
4	NTSRV	CT-NHP	GBIF	GBIF Extract without Location Information
86	NTSRV	FL-NHP	GBIF	GBIF Extract without Location Information
2	NTSRV	HI-NHP	GBIF	GBIF Extract without Location Information
26	NTSRV	IN-NHP	GBIF	GBIF Extract without Location Information
2	NTSRV	MD-NHP	GBIF	GBIF Extract without Location Information
24	NTSRV	MN-NHP	GBIF	GBIF Extract without Location Information
17	NTSRV	NC-NHP	GBIF	GBIF Extract without Location Information
2	NTSRV	ON-CDC	GBIF	GBIF Extract without Location Information
2	NTSRV	PA-NHP	GBIF	GBIF Extract without Location Information
17	NTSRV	TN-NHP	GBIF	GBIF Extract without Location Information
36	NTSRV	TV-NHP	GBIF	GBIF Extract without Location Information
13	NTSRV	VA-NHP	GBIF	GBIF Extract without Location Information
2	NTSRV	WI-NHP	GBIF	GBIF Extract without Location Information
41	NTSRV	WV-NHP	GBIF	GBIF Extract without Location Information
99	NYBG	NULL	AMNH	North American Bee Collections
5360	NYSM	NULL	AMNH	North American Bee Collections
16	NYSM	NULL	AMNH	Tri-Trophic TCN
170	ODA	NULL	AMNH	Tri-Trophic TCN
2	Ohio State University Acarology Laboratory, Columbus, OH (OSAL)	Mites	GBIF	GBIF Extract with Location Data
113	OMC	OMC	EMEC	Essig Museum of Entomology
2773	OMNH	OMNH_TA	GBIF	GBIF Extract without Location Information
536	OMNH	RINVRT	GBIF	GBIF Extract with Location Data
241	OMNH	RINVRT	GBIF	GBIF Extract without Location Information
2	OMPIM	OMPIM	GBIF	GBIF Extract without Location Information
25	Ontario	NULL	UNL	Scarab Central: World Scarabaeoidea
8	OSAC	NULL	AMNH	North American Bee Collections
549	OSAC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
133100	OSAC	NULL	AMNH	Tri-Trophic TCN
420	OSAC	HYPENA_01	OSU	Oregon State Arthropod Collection
457	OSAC	OSAC	EMEC	Essig Museum of Entomology
43	OSEC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
96	OSEC	NULL	AMNH	Tri-Trophic TCN
7	OSUC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1	PBDB	20768	GBIF	GBIF Extract with Location Data
16	PBDB	21978	GBIF	GBIF Extract with Location Data
1	PBDB	23174	GBIF	GBIF Extract with Location Data
1	PBDB	34900	GBIF	GBIF Extract with Location Data
45	PBDB	34966	GBIF	GBIF Extract with Location Data
1	PBDB	77218	GBIF	GBIF Extract with Location Data
1	PBDB	84413	GBIF	GBIF Extract with Location Data
1	PBDB	84415	GBIF	GBIF Extract with Location Data
1	PBDB	84417	GBIF	GBIF Extract with Location Data
1	PBDB	84420	GBIF	GBIF Extract with Location Data
1	PBDB	84421	GBIF	GBIF Extract with Location Data
1	PBDB	84422	GBIF	GBIF Extract with Location Data
1	PBDB	84425	GBIF	GBIF Extract with Location Data
1	PBDB	84430	GBIF	GBIF Extract with Location Data
1	PBDB	84432	GBIF	GBIF Extract with Location Data
1	PBDB	84433	GBIF	GBIF Extract with Location Data
1518	PDA	NULL	AMNH	Tri-Trophic TCN
24	PGC	NULL	AMNH	North American Bee Collections
456	PKPC	PKPC	EMEC	Essig Museum of Entomology
2	Plants, herbivores, and parasitoids: A model system for the stud	NULL	AMNH	Tri-Trophic TCN
1	POL003	Seed collection â€“ dead seeds for evaluation and observati	GBIF	GBIF Extract without Location Information
1	PSC	NULL	UNL	Scarab Central: World Scarabaeoidea
59	PSCC	NULL	UNL	Scarab Central: World Scarabaeoidea
16	PURC	NULL	AMNH	Tri-Trophic TCN
72	QCAZ	NULL	AMNH	North American Bee Collections
2	QCAZ	NULL	AMNH	Tri-Trophic TCN
1	QDPI	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
2	QDPI	NULL	AMNH	Tri-Trophic TCN
25	QM	NULL	AMNH	Tri-Trophic TCN
13	R. Cavey	NULL	UNL	Scarab Central: World Scarabaeoidea
5	RBCM	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1494	RBINS	Arachnofauna	GBIF	GBIF Extract without Location Information
2	RCC	NULL	UNL	Scarab Central: World Scarabaeoidea
51	RDCC	NULL	UNL	Scarab Central: World Scarabaeoidea
1845	RMBL	NULL	AMNH	North American Bee Collections
1	RMNH	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1036	RMNH	NULL	AMNH	Tri-Trophic TCN
4	RMNH	ACA	GBIF	GBIF Extract without Location Information
14	Roatan	NULL	UNL	Scarab Central: World Scarabaeoidea
659	Royal Belgian Institute of natural Sciences	Collection GÃ©nÃ©rale Araneae	GBIF	GBIF Extract without Location Information
1	Royal Belgian Institute of natural Sciences	Collection Voyage de S. A. R. le Prince LÃ©opold (1929)	GBIF	GBIF Extract without Location Information
1	Royal Belgian Institute of natural Sciences	Collection Xylobiontes KBIN	GBIF	GBIF Extract without Location Information
5	Royal Belgian Institute of natural Sciences	General Araneae Collection	GBIF	GBIF Extract without Location Information
6979	RUAC	NULL	AMNH	North American Bee Collections
4	S	S-Vascular	GBIF	GBIF Extract without Location Information
2	Saltin Coll.	NULL	UNL	Scarab Central: World Scarabaeoidea
46	SAMA	NULL	AMNH	Tri-Trophic TCN
211	SBMNH	ENT	EMEC	Essig Museum of Entomology
3	SBMNH	SBMNH-ENT	GBIF	GBIF Extract with Location Data
553	SCC	Arthropods	GBIF	GBIF Extract with Location Data
634	SCC	SCC	EMEC	Essig Museum of Entomology
553	SCC	SCC	GBIF	GBIF Extract with Location Data
76	SDNH	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
513	SDNH	NULL	AMNH	Tri-Trophic TCN
357	SDNHM	SDNHM	EMEC	Essig Museum of Entomology
1	SEAA	NULL	UNL	Scarab Central: World Scarabaeoidea
3	SEAN	NULL	UNL	Scarab Central: World Scarabaeoidea
22	SEMC	NULL	UNL	Scarab Central: World Scarabaeoidea
190	SEMUBCCOL	SEMUBCCOL	EMEC	Essig Museum of Entomology
21	SFVS	NULL	AMNH	Tri-Trophic TCN
277	SIIS	NULL	AMNH	North American Bee Collections
27340	SIIS	NULL	AMNH	Tri-Trophic TCN
2	Skelley	NULL	UNL	Scarab Central: World Scarabaeoidea
11	SLIC	NULL	AMNH	North American Bee Collections
18	SMF	Collection Arachnology	GBIF	GBIF Extract with Location Data
11216	SMF	Collection Arachnology	GBIF	GBIF Extract without Location Information
507	SMF	Collection Bernstein	GBIF	GBIF Extract without Location Information
4034	SMNG	Collection Arachnologie	GBIF	GBIF Extract without Location Information
2458	SMNK	SMNKspidercoll	GBIF	GBIF Extract without Location Information
151	SNHM	NULL	AMNH	Tri-Trophic TCN
24	SNSD	Collection Arachnida	GBIF	GBIF Extract without Location Information
405	South African Museum	Ent	GBIF	GBIF Extract without Location Information
1	STRI	NULL	AMNH	Tri-Trophic TCN
2	STRI	NULL	UNL	Scarab Central: World Scarabaeoidea
520	SWRS	NULL	AMNH	North American Bee Collections
13498	TAMU	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
3429	TAMU	NULL	AMNH	Tri-Trophic TCN
1	TAMU	NULL	UNL	Scarab Central: World Scarabaeoidea
3	TAU	NULL	AMNH	Tri-Trophic TCN
7	The Stuart M. Fullerton Collection of Arthropods at the Universi	Arthropods	GBIF	GBIF Extract with Location Data
1	Tingidae	NULL	AMNH	Tri-Trophic TCN
54	TOYA	Ar	GBIF	GBIF Extract without Location Information
1	Tri-Trophic Thematic Collection Network, 2014 (and updates). Ver	NULL	AMNH	Tri-Trophic TCN
1376	TTRSNHM	TTRSLEP	TTRSNHM (25625)	Tall Timbers Research Station Natural History Museum
125	TTU	NULL	AMNH	Tri-Trophic TCN
92	Turnbow Coll.	NULL	UNL	Scarab Central: World Scarabaeoidea
4	UA	AQUATICS	GBIF	GBIF Extract with Location Data
1	UA	AQUATICS	GBIF	GBIF Extract without Location Information
1	UA	UASM COLLECTION	GBIF	GBIF Extract with Location Data
1	UAlig	NULL	UA	University of Arizona Insect Collection
58	UAM	NULL	AMNH	Tri-Trophic TCN
10	UASM	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
402	UASM	UASM-Caribou-2003	GBIF	GBIF Extract with Location Data
225	UASM	UASM-ColinLake-2002	GBIF	GBIF Extract with Location Data
124	UASM	UASM-LakeAthabasca	GBIF	GBIF Extract with Location Data
15	UAZ	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
209	UAZ	NULL	AMNH	Tri-Trophic TCN
101	UBC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
6	UBC	NULL	AMNH	Tri-Trophic TCN
4	UC Davis	NULL	UNL	Scarab Central: World Scarabaeoidea
2186	UCB	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
43711	UCB	NULL	AMNH	Tri-Trophic TCN
4158	UCBME	UCBME	EMEC	Essig Museum of Entomology
11652	UCD	NULL	AMNH	North American Bee Collections
319	UCD	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1855	UCD	NULL	AMNH	Tri-Trophic TCN
80516	UCM	NULL	UCB	University of Colorado Museum of Natural History Entomology Collection
21567	UCMS	NULL	AMNH	North American Bee Collections
11	UCMS	NULL	AMNH	Tri-Trophic TCN
2072	UCR	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
78065	UCR	NULL	AMNH	Tri-Trophic TCN
46	UCRC	NULL	UNL	Scarab Central: World Scarabaeoidea
73	UCRC	ENT	EMEC	Essig Museum of Entomology
137	UCSC	UCSC	EMEC	Essig Museum of Entomology
158	UDCC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
36949	UDCC	NULL	AMNH	Tri-Trophic TCN
32	UFMG	NULL	AMNH	North American Bee Collections
9	UFRGS	NULL	AMNH	Tri-Trophic TCN
1	UFRJ	NULL	AMNH	Tri-Trophic TCN
20	UFRRJ	NULL	AMNH	Tri-Trophic TCN
156	UGENT	invertebrata	GBIF	GBIF Extract without Location Information
220	UIC	NULL	AMNH	North American Bee Collections
43075	UK	NULL	AMNH	Tri-Trophic TCN
1	UKYL_TCN 00021063	NULL	AMNH	Tri-Trophic TCN
42	ULL	DZUL	GBIF	GBIF Extract without Location Information
1109	UMA	NULL	AMNH	North American Bee Collections
53	UMA	NULL	AMNH	Tri-Trophic TCN
6627	UMAM	NULL	AMNH	Tri-Trophic TCN
193	UMMC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
174	UMRM	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
79	UMSP	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
448	UMSP	NULL	AMNH	Tri-Trophic TCN
218	UNAB	NULL	AMNH	Tri-Trophic TCN
121	UNAH	NULL	UNL	Scarab Central: World Scarabaeoidea
4252	UNHP	NULL	AMNH	North American Bee Collections
28	UNHP	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
766	UNHP	NULL	AMNH	Tri-Trophic TCN
2	University of Alberta Museums	NULL	UAM	University of Alberta Museums Entomology Collection (UASM)
2967	University of Alberta Museums	UASM	GBIF	GBIF Extract with Location Data
304203	University of Alberta Museums (UAM)	NULL	UAM	University of Alberta Museums Entomology Collection (UASM)
14	UNM	NULL	AMNH	Tri-Trophic TCN
2208	UNSM	NULL	UNL	Scarab Central: World Scarabaeoidea
2	UNSW	NULL	AMNH	Tri-Trophic TCN
1	UPS	BOT	GBIF	GBIF Extract without Location Information
8	UQIC	NULL	AMNH	Tri-Trophic TCN
78	URI	NULL	AMNH	Tri-Trophic TCN
13	URIC	NULL	AMNH	North American Bee Collections
1	urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea	NULL	AMNH	Tri-Trophic TCN
20	USDA	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
349	USFQ	NULL	AMNH	North American Bee Collections
19	USFWS	NULL	AMNH	Tri-Trophic TCN
347	USNM	NULL	AMNH	North American Bee Collections
8582	USNM	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
8006	USNM	NULL	AMNH	Tri-Trophic TCN
1048	USNM	NULL	UNL	Scarab Central: World Scarabaeoidea
29	USNM	Entomology	GBIF	GBIF Extract with Location Data
