concat_scientificName	unique_geo
Acanthostichus arizonensis	1
Acanthostichus brevicornis	1
Acanthostichus quirozi	1
Acanthostichus UNKNOWN_NULL	1
Acanthotelson stimpsoni	1
Acar domingensis	1
Acari UNKNOWN_NULL	1
Acartauchenius insanus	1
Acartauchenius sphagnicultor	1
Acartauchenius texana	1
Acartauchenius UNKNOWN_NULL	1
Acartia clausii	1
Acartia danae	1
Acegima UNKNOWN_NULL	1
Aceletes UNKNOWN_NULL	1
Acentrella lapponicus	1
Acentria Acentria ephemerella	1
Acephala UNKNOWN_NULL	1
Aceraius UNKNOWN_NULL	1
Acerastes pertinax	1
Aceratagalia lyrata	1
Aceratagallia lyrata	1
Aceratagallia robusta	1
Aceratagallia sanguineolenta	1
Aceratagallia sanguinolenta Complex	1
Aceratoneuromyia indicum	1
Aceratophallus maya	1
Acerocephala atroviolacea	1
Acerocnema UNKNOWN_NULL	1
Acerophagoides UNKNOWN_NULL	1
Acerophagus gutierreziae	1
Acerophagus pallidus	1
Acerpenna UNKNOWN_NULL	1
Achaearanea acoreensis	1
Achaearanea conjuncta	1
Achaearanea serenoae	1
Achaearanea simulans	1
Achaeranea tepidariorum	1
Achalcerinys UNKNOWN_NULL	1
Achalcus dytei	1
Achamarchis UNKNOWN_NULL	1
Acharia UNKNOWN_NULL	1
Achatella achates	1
Achatella UNKNOWN_NULL	1
Achatinella curta	1
Achatinella fulgens	1
Achatinella lorata	1
Achatinella mighelsiana	1
Achatinella physa	1
Achatinella rosea	1
Achatinella splendida	1
Achatinella stewarti	1
Achatinella virgulata	1
Achatodes Achatodes zeae	1
Acheilus levisensis	1
Achelia pribilofensis	1
Achelia UNKNOWN_NULL	1
Achelous iridescens	1
Achelous sebae	1
Achenomorphus spp. ??	1
Achilidae UNKNOWN_NULL	1
Achilleum fungiforme	1
Achipteria catskillensis	1
Achipteria clarencei	1
Achipteria UNKNOWN_NULL	1
Achirus mazatlanus	1
Achlysopsis UNKNOWN_NULL	1
Achorotile acuta	1
Achorotile foveata	1
Achorotile UNKNOWN_NULL	1
Achorutes harveyi	1
Achorutes macgillivrayi	1
Achorutes packardi	1
Achorutes pratorum	1
Achorutes texensis	1
Achradocera arcuata	1
Achrysocharoides cilla	1
Achrysocharoides titiani	1
Achrysocharoides yoshimotoi	1
Achryson concolor	1
Achthyocrinus subangularis	1
Achurum carinatum	1
Achurum minimipenne	1
Achyra Achyra bifidalis	1
Achyra rantalis?	1
Acidalia cacuminata	1
Acidalia compensata	1
Acidalia enucleata	1
Acidalia floridata	1
Acidalia frigidaria	1
Acidalia hepaticaria	1
Acidalia inductata	1
Acidalia insulsaria	1
Acidalia lutestata	1
Acidalia magnetaria	1
Acidalia nivosaria	1
Acidalia ordinata	1
Acidalia ossularia	1
Acidalia peralbata	1
Acidalia perirrorata	1
Acidalia plantaginaria	1
Acidalia punctofinbriata	1
Acidalia quinquelinearia	1
Acidalia rubromarginaria	1
Acidalia sentinara	1
Acidalia sideraria	1
Acidalia sinuata	1
Acidalia UNKNOWN_NULL	1
Acidaspis crosotus	1
Acidaspis trontonensis	1
Acidaspis UNKNOWN_NULL	1
Acidiphorus scorpionis	1
Acidogona melanura	1
Acidota Acidota crenata	1
Acidota patruelis	1
Acidota seriata	1
Acidota tenuis	1
Acilius Acilius athabascae	1
Acilius Acilius sylvanus	1
Acilius canaliculatus	1
Acilius latecinctus	1
Acilius latiusculus	1
Acilius simplex	1
Acinia picturata	1
Acinophyllum davisi	1
Acinophyllum dividuum	1
Acinophyllum rugosum	1
Acinophyllum sentum	1
Acinopterus aridellus	1
Acinopterus igualanus	1
Acinopterus morongoensis	1
Acinopterus obtutus	1
Acinopterus perdicoensis	1
Acinopterus UNKNOWN_NULL	1
Acipenser girardi	1
Aciurina notata	1
Aciurina opaca	1
Acizzia jamatonica	1
Aclastus micator	1
Acleistoceras cammarus	1
Acleistoceras olla	1
Acleistoceras UNKNOWN_NULL	1
Acleistoceras wisconsinense	1
Acleistoceras? UNKNOWN_NULL	1
Aclerda andropogonis	1
Aclerda arizonica	1
Aclerda arundinariae	1
Aclerda attenuata	1
Aclerda laeliae	1
Aclerda tillandsiae	1
Aclerda tokionis	1
Acleris Acleris bowmanana	1
Acleris Acleris celiana	1
Acleris Acleris cervinana	1
Acleris Acleris cornana	1
Acleris Acleris emargana	1
Acleris Acleris fragariana	1
Acleris Acleris fuscana	1
Acleris Acleris implexana	1
Acleris Acleris macdunnoughi	1
Acleris Acleris minuta	1
Acleris Acleris oxycoccana	1
Acleris Acleris paracinderella	1
Acleris Acleris robinsoniana	1
Acleris Acleris semiannula	1
Acleris aenigmana	1
Acleris bowmanana	1
Acleris braunana?	1
Acleris clarkei	1
Acleris forsskaleana	1
Acleris fragariana	1
Acleris holmiana	1
Acleris hudsoniana	1
Acleris keiferi	1
Acleris macdunnoughi	1
Acleris maculidorsana	1
Acleris minuta	1
Acleris nigrolinea?	1
Acleris nivisellana	1
Acleris oxycoccana	1
Acleris paracinderella	1
Acleris santacrucis	1
Acleris semipurpurana	1
Acleris senescens	1
Acleris simpliciana	1
Acleris sp. undet. 1	1
Acleris? scabrana?	1
Acletus difficilis	1
Aclista pacifica	1
Aclybea bituberosa	1
Aclytia albistriga	1
Acmaea mitra	1
Acmaea ochracea	1
Acmaea paleacea	1
Acmaea patina?	1
Acmaea spectrum	1
Acmaea UNKNOWN_NULL	1
Acmaegenius hylobinus	1
Acmaeoblatta UNKNOWN_NULL	1
Acmaeodera Acmaeodera immaculata	1
Acmaeodera adenostomae	1
Acmaeodera adenostomensis	1
Acmaeodera alacris	1
Acmaeodera alicia	1
Acmaeodera atactospilota	1
Acmaeodera aurora	1
Acmaeodera bacchariphaga	1
Acmaeodera bishopiana	1
Acmaeodera bivulnera	1
Acmaeodera carlota	1
Acmaeodera cazieri	1
Acmaeodera comata	1
Acmaeodera consors	1
Acmaeodera constrictinotum	1
Acmaeodera convicta	1
Acmaeodera coquilletti	1
Acmaeodera cribicollis	1
Acmaeodera cribricollis	1
Acmaeodera curtilata	1
Acmaeodera daggetti	1
Acmaeodera davidsoni	1
Acmaeodera depressa	1
Acmaeodera deviata	1
Acmaeodera dohrni	1
Acmaeodera duboisi	1
Acmaeodera faceta	1
Acmaeodera fattigi	1
Acmaeodera fenyesi	1
Acmaeodera gemina	1
Acmaeodera griffithi	1
Acmaeodera guttifera	1
Acmaeodera haemorrhoa	1
Acmaeodera idahoensis	1
Acmaeodera inopinata	1
Acmaeodera inyoensis	1
Acmaeodera jocosa	1
Acmaeodera knullorum	1
Acmaeodera lanata	1
Acmaeodera larreae	1
Acmaeodera linsleyi	1
Acmaeodera lucia	1
Acmaeodera macra	1
Acmaeodera miliaris	1
Acmaeodera mojavei	1
Acmaeodera morbosa	1
Acmaeodera moronga	1
Acmaeodera nautica	1
Acmaeodera neglecta	1
Acmaeodera nelsoni	1
Acmaeodera neoneglecta	1
Acmaeodera nexa	1
Acmaeodera nigrovittata	1
Acmaeodera obtusa	1
Acmaeodera opinabilis	1
Acmaeodera panamintensis	1
Acmaeodera parkeri	1
Acmaeodera pinalorum	1
Acmaeodera plagiaticauda	1
Acmaeodera postica	1
Acmaeodera pubiventris	1
Acmaeodera purshiae	1
Acmaeodera quadriseriata	1
Acmaeodera quadrivitatoides	1
Acmaeodera quadrivittatoides	1
Acmaeodera recticollis	1
Acmaeodera recticolloides	1
Acmaeodera retifer	1
Acmaeodera retifera	1
Acmaeodera rubrocuprea	1
Acmaeodera sabinae	1
Acmaeodera semivittata	1
Acmaeodera simulata	1
Acmaeodera sp1	1
Acmaeodera sp2	1
Acmaeodera sp3	1
Acmaeodera sparsa	1
Acmaeodera subbalteata	1
Acmaeodera tenebricosa	1
Acmaeodera texana	1
Acmaeodera trizonalis	1
Acmaeodera tubula	1
Acmaeodera tuta	1
Acmaeodera vanduzeei	1
Acmaeodera vandykei	1
Acmaeodera verityi	1
Acmaeodera versuta	1
Acmaeodera vulturei	1
Acmaeoderoides confusus	1
Acmaeoderoides insignis	1
Acmaeoderoides knulli	1
Acmaeoderoides rossi	1
Acmaeoderoides rufescens	1
Acmaeoderoides stramineus	1
Acmaeoderoides UNKNOWN_NULL	1
Acmaeoderoides verityi	1
Acmaeoderopsis chisosensis	1
Acmaeoderopsis guttifera	1
Acmaeoderopsis hassayampae	1
Acmaeoderopsis jaguarina	1
Acmaeoderopsis paravaripilis	1
Acmaeoderopsis rockefelleri	1
Acmaeoderopsis UNKNOWN_NULL	1
Acmaeoderopsis westcotti	1
Acmaeops ater	1
Acmaeops basalis	1
Acmaeops californicus	1
Acmaeops discoideus	1
Acmaeops dorsalis	1
Acmaeops falsa	1
Acmaeops fusca	1
Acmaeops fusciceps	1
Acmaeops gibbula	1
Acmaeops ligata	1
Acmaeops lugens	1
Acmaeops lupina	1
Acmaeops marginalis	1
Acmaeops militaris	1
Acmaeops mollipilosa	1
Acmaeops nigripennis	1
Acmaeops subaenea	1
Acmaeops subcyanea	1
Acmaeops subpilosa	1
Acmaeops tumida	1
Acmaeops UNKNOWN_NULL	1
Acmaeops varians	1
Acmaeops vincta	1
Acmaeops viola	1
Acmaeopsoides rufulus	1
Acmarhachis acutus	1
Acmarhachis sp. indet	1
Acmarhachis sp. Indet.	1
Acmopolynema bifasciatipenne	1
Acmopolynema UNKNOWN_NULL	1
Acocoelidia unipuncta	1
Acoenonia perissa	1
Acoenonia UNKNOWN_NULL	1
Acolobicus UNKNOWN_NULL	1
Acolocrinus hydraulicus	1
Acoloithus novaricus	1
Acoma gibsoni	1
Acoma knulli	1
Acoma mixta	1
Acoma parva	1
Acoma rufula	1
Aconobius nigripes	1
Acontia abdominalis	1
Acontia Acontia arida	1
Acontia Acontia cretata	1
Acontia Acontia sp.	1
Acontia augustipennis	1
Acontia behrii	1
Acontia bilimeki	1
Acontia candefacta	1
Acontia coquillettii	1
Acontia dacia	1
Acontia debilis	1
Acontia delecta	1
Acontia delia	1
Acontia elegantula	1
Acontia erastrioides	1
Acontia eudryada	1
Acontia flavipennis	1
Acontia gonella	1
Acontia knowltoni	1
Acontia lactipennis	1
Acontia lucida	1
Acontia pulchella	1
Acontia sedata	1
Acontia sutrix	1
Acontia tetragona	1
Acontista UNKNOWN_NULL	1
Acontistoptera brasiliensis	1
Acontistoptera melanderi	1
Acopa carina	1
Acopsis minerva	1
Acosmelytron elongata	1
Acosmelytron elongatum	1
Acosmelytron rectum	1
Acosmelytron schucherti	1
Acossus centerensis	1
Acossus populi	1
Acossus undosus	1
Acotyledon UNKNOWN_NULL	1
Acraea orizava	1
Acraea zetes	1
Acraga coa	1
Acrapex exanimis	1
Acrapex mischus	1
Acraspis echini	1
Acraspis gemula	1
Acraspis insolens	1
Acraspis macrocarpae	1
Acraspis patelloides	1
Acraspis pezomachoides	1
Acraspis prinoides	1
Acraspis quercushirta	1
Acraspis villosa	1
Acratus flavipennis	1
Acrenhydrosoma karlingi	1
Acrepis quadrisignata	1
Acrepyris atrus	1
Acri001 UNKNOWN_NULL	1
Acri002 UNKNOWN_NULL	1
Acri003 UNKNOWN_NULL	1
Acri004 UNKNOWN_NULL	1
Acri005 UNKNOWN_NULL	1
Acri006 UNKNOWN_NULL	1
Acri008 UNKNOWN_NULL	1
Acri009 UNKNOWN_NULL	1
Acri010 UNKNOWN_NULL	1
Acri011 UNKNOWN_NULL	1
Acricotopus UNKNOWN_NULL	1
Acritarchs UNKNOWN_NULL	1
Acritogramma metaleuca	1
Acritus arizonae	1
Acritus attaphilus	1
Acritus basalis	1
Acritus politus	1
Acritus salinus	1
Acritus sallei	1
Acrobasis angusella	1
Acrobasis aurorella	1
Acrobasis betulella	1
Acrobasis caryalbella	1
Acrobasis caryivorella	1
Acrobasis comptella	1
Acrobasis comptoniella	1
Acrobasis durata	1
Acrobasis exsulella	1
Acrobasis juglandis	1
Acrobasis latifasciella	1
Acrobasis nuxvorella	1
Acrobasis ostryella	1
Acrobasis palliolella	1
Acrobasis rubrifasciella	1
Acrobasis stigmella	1
Acrobasis sylviella	1
Acrobasis UNKNOWN_NULL	1
Acrocephalites montanus	1
Acrocera convexa	1
Acrocera melanderi	1
Acrocera stansburyi	1
Acrocercops affinis	1
Acrocercops insulariella	1
Acrocercops new	1
Acroceridae UNKNOWN_NULL	1
Acrochordiceras alternans	1
Acrochordiceras carolinae	1
Acrochordiceras foltzense	1
Acrochordiceras hyatti	1
Acrochordiceras inyoense	1
Acrochordiceras UNKNOWN_NULL	1
Acrocinus longimanus	1
Acrodactyla ocellata	1
Acrodontochelys vitiensis	1
Acroglossa hesperidarum	1
Acrolepia beardsleyi	1
Acrolepiopsis assectella	1
Acrolepiopsis californica	1
Acrolepiopsis sapporensis	1
Acrolichas prominulus	1
Acrolichas UNKNOWN_NULL	1
Acrolocha diffusa	1
Acrolocha helferi	1
Acrolocha newtoni	1
Acrolophitus nevadensis	1
Acrolophitus UNKNOWN_NULL	1
Acrolophus cressoni	1
Acrolophus donahueorum	1
Acrolophus filicornis	1
Acrolophus filicornus	1
Acrolophus forbesi	1
Acrolophus inquinatus	1
Acrolophus leuschneri	1
Acrolophus maestus	1
Acrolophus megasacculus	1
Acrolophus minutus	1
Acrolophus mora	1
Acrolophus mortipennella	1
Acrolophus morus	1
Acrolophus occidens	1
Acrolophus plumifontella	1
Acrolophus popeanellus	1
Acrolophus propinqua	1
Acrolophus pseudohirsutus	1
Acrolophus pyramellus	1
Acrolophus simulatus	1
Acrolophus sonorensis	1
Acrolophus sp. undet. 2	1
Acrolyta glacialis	1
Acrolyta nigricapitata	1
Acromantis hesione	1
Acromares roeweri	1
Acroncosa albiflavella	1
Acroncosa minima	1
Acroncosa similella	1
Acroneuria internata	1
Acroneuria kosztarabi	1
Acroneuria perlesta	1
Acroneuria petersi	1
Acroneuria pumila	1
Acroneuriinae UNKNOWN_NULL	1
Acronicta Acronicta atristrigatus	1
Acronicta Acronicta brumosa	1
Acronicta Acronicta lithospila	1
Acronicta Acronicta longa	1
Acronicta arioch	1
Acronicta australis	1
Acronicta barnesii	1
Acronicta beameri	1
Acronicta browni	1
Acronicta distans	1
Acronicta dolli	1
Acronicta edolata	1
Acronicta funeralis?	1
Acronicta leporina	1
Acronicta marmorata?	1
Acronicta menyanthidis	1
Acronicta oblinata	1
Acronicta parallela	1
Acronicta paupercula	1
Acronicta perdita?	1
Acronicta pruni	1
Acronicta spinea	1
Acronyches maya	1
Acronycta afflicta	1
Acronycta albarufa	1
Acronycta americana	1
Acronycta barnesii	1
Acronycta betulae	1
Acronycta brumosa	1
Acronycta cinderella	1
Acronycta connecta	1
Acronycta dactylina	1
Acronycta dentata	1
Acronycta distans	1
Acronycta edolata	1
Acronycta falcula	1
Acronycta felina	1
Acronycta fragilis	1
Acronycta funeralis	1
Acronycta furcifera	1
Acronycta gasta	1
Acronycta grisea	1
Acronycta haesitata	1
Acronycta hamamelis	1
Acronycta hastulifera	1
Acronycta hesperida	1
Acronycta impressa	1
Acronycta innotata	1
Acronycta insita	1
Acronycta laetifica	1
Acronycta lanceolaria	1
Acronycta lepusculina	1
Acronycta lithospila	1
Acronycta lobeliae	1
Acronycta luteicoma	1
Acronycta mansueta	1
Acronycta marmorata	1
Acronycta modica	1
Acronycta morula	1
Acronycta noctivaga	1
Acronycta oblinata	1
Acronycta occidentalis	1
Acronycta ovata	1
Acronycta parallela	1
Acronycta perdita	1
Acronycta populi	1
Acronycta pruni	1
Acronycta pyralis	1
Acronycta quadrata	1
Acronycta radcliffei	1
Acronycta retardata	1
Acronycta revellata	1
Acronycta rubricoma	1
Acronycta sperata	1
Acronycta spinigera	1
Acronycta strigulata	1
Acronycta superans	1
Acronycta telum	1
Acronycta tota	1
Acronycta tritona	1
Acronycta UNKNOWN_NULL	1
Acronycta vinnula	1
Acronycta vulpina	1
Acronycta xyliniformis	1
Acroperos harpae	1
Acroperus leucocephalus	1
Acrophasmus ferrugineus	1
Acrophasmus immigrans	1
Acrophasmus UNKNOWN_NULL	1
Acrophotopsis bergi	1
Acropiesta semirufa	1
Acropimpla alboricta	1
Acropimpla UNKNOWN_NULL	1
Acropsopilio boopis	1
Acropsopilio boopsis	1
Acropteron agriloides	1
Acropteroxys divisa	1
Acroptervo harpae	1
Acropyga fuhrmanni	1
Acropyga UNKNOWN_NULL	1
Acroricnus stylator	1
Acrosaccus shuleri	1
Acrosacus panneus	1
Acrosathe bimaculata	1
Acrosathe otiosa	1
Acrosoma UNKNOWN_NULL	1
Acrossus rufipes	1
Acrosternum scutellatum	1
Acrosticta dichroa	1
Acrosticta mexicana	1
Acrostilpna flavipennis	1
Acrostilpna restorata	1
Acrotacarus mirabilis	1
Acrotaphus fuscipennis	1
Acrotaphus wiltii	1
Acrotelsella collaris	1
Acrotona fungi	1
Acrotona luteola	1
Acrotona sordida	1
Acrotrichis Acrotrichis castanea	1
Acrotrichis aspera	1
Acrotrichis dohrni	1
Acrotrichis grandicollis	1
Acruliopsis UNKNOWN_NULL	1
Acrydium subulatum	1
Acsala anomala	1
Actaea affinis	1
Actaea bifrons	1
Actaea garretti	1
Actaea hawaiiensis	1
Actaea hirsutissima	1
Actaea palmeri	1
Actaea setigera	1
Actaea speciosa	1
Actaea tomentosa	1
Actaea UNKNOWN_NULL	1
Actaennia pupoides	1
Actebia balanitis	1
Actenicerus cuprascens	1
Actenicerus viridus	1
Actenodes acornis	1
Actenodes auronotatus	1
Actenodes bella	1
Actenodes calcaratus	1
Actenodes mendax	1
Actenodes UNKNOWN_NULL	1
Acteocina canaliculata	1
Acteon punctocaelatus	1
Actia flavipes	1
Actia UNKNOWN_NULL	1
Actias selene	1
Actias truncatipennis	1
Actiastes foveicollis	1
Actineda agilis	1
Actinoceras? UNKNOWN_NULL	1
Actinoceroid UNKNOWN_NULL	1
Actinocrinites? UNKNOWN_NULL	1
Actinocrinus? UNKNOWN_NULL	1
Actinolobus americanus	1
Actinopteria? UNKNOWN_NULL	1
Actinote anteas	1
Actinote leucomelas	1
Actinote ozomene	1
Actinurus pugnax	1
Actium fastigium	1
Actium pandum	1
Actizona trifoveata	1
Actobius elegantulus	1
Actobius fraterculus	1
Actobius fraternus	1
Actobius gratus	1
Actobius infimus	1
Actobius inutilis	1
Actobius jocosus	1
Actobius lepidulus	1
Actobius loxatus	1
Actobius nanus	1
Actobius ocreatus	1
Actobius paederoides	1
Actobius parcus	1
Actobius patella	1
Actobius puncticeps	1
Actobius pusio	1
Actobius senilis	1
Actobius terminalis	1
Actobius umbripennis	1
Actoen chlorosticus	1
Acucephalus UNKNOWN_NULL	1
Aculepeira Aculepeira sp.	1
Aculepeira packardii	1
Acunasus angustatus	1
Acunasus brunneus	1
Acunasus capitatus	1
Acunasus clavatus	1
Acunasus cruciatus	1
Acunasus hyalinus	1
Acunasus luteus	1
Acunasus nigriviridis	1
Acunasus venosus	1
Acunasus viridis	1
Acupalpus Acupalpus alternans	1
Acupalpus Acupalpus linearis	1
Acupalpus Acupalpus longulus	1
Acupalpus axillaris	1
Acupalpus conflagratus	1
Acupalpus longiusculus	1
Acupalpus longulus	1
Acupalpus meridianus	1
Acupalpus micros	1
Acupalpus pumilis	1
