InstitutionCode	family	count(*)
OSU	Scirtidae	8
USNM	Sclerogibbidae	1
UNM	Sclerosomatidae	127
USNM	Scolecitrichidae	11
OSU	Scoliidae	177
FMNH	Scollidae	16
UNM	Scolopendridae	97
MCZ	Scolopocryptopidae	30
CSU	Scolytidae	96
OSU	Scraptiidae	241
USNM	Scutacaridae	1
NMSU	Scutelleridae	765
FMNH	Scutigeridae	20
KU	Scydmaenidae	2845
MCZ	Scyllaridae	36
USNM	Scyphacidae	6
iNaturalist	Scythrididae	3
DMNS	Scytodidae	146
UNM	Segestriidae	16
DMNS	Selenopidae	60
MSU	Sematuridae	4
DMNS	Senoculidae	7
USNM	Sergestidae	4
EMEC	Sericostomatidae	2
USNM	Serolidae	4
iNaturalist	Sesiidae	4
UMNH	Sessiidae	1
DMNS	Sicariidae	36
MCZ	Sicyoniidae	186
MSU	Sierolomorphidae	1
OSU	Silphidae	283
KU	Silvanidae	121
KU	Simuliidae	69
FMNH	Siphoniulidae	2
FMNH	Siphonophoridae	23
INHS	Siricidae	1
INHS	Sisyridae	1
INHS	Sminthuridae	18
INHS	Sminthurididae	9
MCZ	Sogonidae	13
OMNH	Solenidae	2
USNM	Solenoceridae	59
USNM	Somatiidae	1
DMNS	Sparassidae	149
MCZ	Speleonectidae	2
FMNH	Sphaeriodesmidae	45
MCZ	Sphaeroceridae	46
USNM	Sphaeromatidae	79
NMSU	Sphecidae	538
KU	Sphindidae	3
ASU	Sphingidae	492
USNM	Spinocalanidae	18
FMNH	Spirobolellidae	3
FMNH	Spirobolidae	24
UNM	Spirostreptidae	72
TTU	Spiruridae	12
USNM	Spongicolidae	3
OSU	Spongiphoridae	2
MCZ	Squillidae	130
UNM	Staphylinidae	15689
FMNH	Stemmiulidae	17
USNM	Stenasellidae	15
USNM	Stenetriidae	1
TAMU	Stenopelmatidae	25
iNaturalist	Stenopodidae	8
USNM	Stenothoidae	1
MSU	Stephanidae	2
USNM	Stephidae	1
MCZ	Sternophoridae	5
USNM	Strahlaxiidae	3
MOD_KSU	Stratiomyidae	129
FMNH	Streblidae	908
USNM	Streptocephalidae	44
OMNH	Strombidae	6
iNaturalist	Stygiomysidae	8
FMNH	Stygnommatidae	2
FMNH	Stygnopsidae	53
USNM	Stylodactylidae	7
USNM	Stylopidae	2
MCZ	Superstitionidae	1
DMNS	Superstitioniidae	4
MCZ	Syarinidae	8
FMNH	Symphytognathidae	2
USNM	Synagogidae	1
USNM	Synaxidae	1
USNM	Synopiidae	9
OSU	Syrphidae	223
NMSU	Tabanidae	335
NMSU	Tachinidae	125
USNM	Taeniacanthidae	1
TTU	Taeniidae	7
MCZ	Talitridae	39
USNM	Tanaidae	1
USNM	Tanaostigmatidae	12
USNM	Tanystylidae	19
USNM	Tegastidae	7
KU	Telegeusidae	7
USNM	Telsidae	3
USNM	Temoridae	4
NAUF	Tenebrionidae	11055
IBUNAM	Tengellidae	7
OSU	Tenthredinidae	412
MCZ	Tenuipalpidae	54
OSU	Tephritidae	587
OMNH	Terebridae	2
NMSU	Termitidae	45
UA	Termopsidae	1
FMNH	Tetrablemmidae	38
MCZ	Tetraclitidae	22
DMNS	Tetragnathidae	262
EMEC	Tetranychidae	25
OSU	Tetrigidae	90
UNM	Tettigoniidae	278
USNM	Thalestridae	1
USNM	Thamnocephalidae	7
USNM	Tharybidae	12
USNM	Thaumatocyprididae	8
USNM	Thaumatopsyllidae	4
MCZ	Thelyphonidae	71
NMSU	Theraphosidae	250
OSU	Therevidae	20
DMNS	Theridiidae	773
FMNH	Theridiosomatidae	55
TAMU	Thespidae	8
USNM	Thiidae	1
DMNS	Thomisidae	135
UHIM	Thripidae	955
OSU	Throscidae	19
TAMU	Thyreocoridae	197
iNaturalist	Thyrididae	17
ASU	Tineidae	42
NMSU	Tingidae	89
ASU	Tiphiidae	315
iNaturalist	Tipulidae	43
DMNS	Titanoecidae	1
INHS	Tomoceridae	1
USNM	Tortanidae	1
MOD_DMNS	Tortricidae	293
OSU	Torymidae	19
TTU	Toxopheustidae	1
MCZ	Trachelidae	19
USNM	Trachyleberididae	10
EMEC	Triaenonychidae	1
USNM	Trichoceridae	1
USNM	Trichodactylidae	7
TTU	Trichodectidae	85
OSU	Trichogrammatidae	68
USNM	Trichoniscidae	19
MCZ	Trichopetalidae	8
TAMU	Tridactylidae	124
UNM	Trigonidiidae	78
MCZ	Triopsidae	11
CSCA	Triozidae	116
TTU	Triviidae	1
OMNH	Trochidae	3
TAMU	Trogidae	122
OSU	Trogossitidae	9
EMEC	Trombiculidae	1
iNaturalist	Trombidiidae	6
TAMU	Tropiduchidae	19
TTU	Tropisuridae	14
OMNH	Turbinidae	1
OMNH	Turridae	1
OMNH	Turritellidae	1
USNM	Tylidae	1
FMNH	Typhlobolellidae	8
OSU	Ulidiidae	23
DMNS	Uloboridae	36
MCZ	undefinable	1
NMSU	Undescribed ammoxenidae	1
EMEC	undetermined	32
USNM	Unknown chilopoda	2
USNM	Unknown diplopoda	4
USNM	Unknown geophilomorpha	6
USNM	Unknown hymenoptera	1
USNM	Unknown lepidoptera	1
USNM	Unknown lithobiomorpha	8
USNM	Unknown opiliones	9
USNM	Unknown thysanoptera	1
USNM	Upogebiidae	44
UNM	Uraniidae	22
USNM	Uristidae	3
NMSU	Vaejovidae	258
PU	Velidae	1
NMSU	Veliidae	2305
OMNH	Veneridae	3
NMSU	Vespidae	1069
USNM	Vibiliidae	21
USNM	Watobiidae	7
ASU	WeevilTissueCollection	1
MCZ	Xanthidae	62
OMNH	Xenophoridae	2
USNM	Xestoleberididae	3
KU	Xiphocentronidae	25
MSU	Xylorictidae	2
UNM	Xystodesmidae	85
YPM	Yponomeutidae	267
MCZ	Zalmoxidae	28
FMNH	Zodariidae	198
UNM	Zopheridae	810
UNM	Zorocratidae	34
NMSU	Zygaenidae	26
