cnt	max(occid)	catalogNumber
3	32261489	BIOUG03564-G09
3	32261490	BIOUG03564-G11
3	32262638	BIOUG03564-H02
3	32272625	BIOUG03564-H03
3	32272626	BIOUG03564-H04
3	32261679	BIOUG03564-H05
3	32261491	BIOUG03564-H06
3	32272627	BIOUG03564-H07
3	32262931	BIOUG03564-H08
3	32261492	BIOUG03564-H09
3	32272628	BIOUG03564-H10
3	32272629	BIOUG03564-H11
3	32351879	BIOUG03565-A02
3	32351880	BIOUG03565-A04
3	32351881	BIOUG03565-A05
3	32351882	BIOUG03565-A07
3	32308472	BIOUG03565-A09
3	32352692	BIOUG03565-A10
3	32282602	BIOUG03565-A11
3	32366686	BIOUG03565-B01
3	32308971	BIOUG03565-B02
3	32313332	BIOUG03565-B04
3	32306771	BIOUG03565-B06
3	32351883	BIOUG03565-B08
3	32351884	BIOUG03565-B12
3	32283629	BIOUG03565-C04
3	32366687	BIOUG03565-C07
3	32308473	BIOUG03565-C09
3	32351886	BIOUG03565-C10
3	32313333	BIOUG03565-C11
3	32283630	BIOUG03565-D01
3	32308474	BIOUG03565-D03
3	32366688	BIOUG03565-D05
3	32297449	BIOUG03565-D06
3	32366689	BIOUG03565-D09
3	32366690	BIOUG03565-E01
3	32366691	BIOUG03565-E02
3	32349268	BIOUG03565-E03
3	32366692	BIOUG03565-E04
3	32366693	BIOUG03565-E06
3	32308475	BIOUG03565-E07
3	32366694	BIOUG03565-E08
3	32366695	BIOUG03565-E09
3	32366696	BIOUG03565-E10
3	32366697	BIOUG03565-E11
3	32308476	BIOUG03565-E12
3	32313334	BIOUG03565-F01
3	32349269	BIOUG03565-F02
3	32366698	BIOUG03565-F04
3	32351887	BIOUG03565-F07
3	32313335	BIOUG03565-F09
3	32306772	BIOUG03565-F10
3	32313336	BIOUG03565-F12
3	32313337	BIOUG03565-G01
3	32366699	BIOUG03565-G02
3	32313338	BIOUG03565-G03
3	32313339	BIOUG03565-G04
3	32366700	BIOUG03565-G05
3	32313340	BIOUG03565-G07
3	32313341	BIOUG03565-G08
3	32306329	BIOUG03565-G09
3	32366701	BIOUG03565-G10
3	32366702	BIOUG03565-G11
3	32313343	BIOUG03565-H01
3	32313344	BIOUG03565-H03
3	32313345	BIOUG03565-H04
3	32366703	BIOUG03565-H05
3	32313346	BIOUG03565-H06
3	32366704	BIOUG03565-H07
3	32308477	BIOUG03565-H08
3	32366705	BIOUG03565-H09
3	32313347	BIOUG03565-H10
3	32366706	BIOUG03565-H11
3	32421478	BIOUG03566-A01
3	32421921	BIOUG03566-A02
3	32421418	BIOUG03566-A07
3	32421759	BIOUG03566-A09
3	32421422	BIOUG03566-A11
3	32421423	BIOUG03566-A12
3	32421760	BIOUG03566-B01
3	32421424	BIOUG03566-B04
3	32421761	BIOUG03566-C02
3	32421762	BIOUG03566-C06
3	32421479	BIOUG03566-D02
3	32421763	BIOUG03566-D05
3	32421425	BIOUG03566-D06
3	32208244	BIOUG03566-E06
3	32229934	BIOUG03566-E07
3	32216003	BIOUG03566-E08
3	32224990	BIOUG03566-E09
3	32385454	BIOUG03567-A02
3	32385455	BIOUG03567-A05
3	32384840	BIOUG03567-A06
3	32384841	BIOUG03567-A07
3	32384842	BIOUG03567-A08
3	32384843	BIOUG03567-A09
3	32384844	BIOUG03567-A10
3	32384845	BIOUG03567-A11
3	32384846	BIOUG03567-A12
3	32384847	BIOUG03567-B01
3	32384848	BIOUG03567-B02
3	32384040	BIOUG03567-B03
3	32384041	BIOUG03567-B04
3	32384849	BIOUG03567-B05
3	32384850	BIOUG03567-B06
3	32384851	BIOUG03567-B07
3	32384852	BIOUG03567-B08
3	32384853	BIOUG03567-B09
3	32384854	BIOUG03567-B10
3	32384855	BIOUG03567-B11
3	32384856	BIOUG03567-B12
3	32384857	BIOUG03567-C01
3	32384858	BIOUG03567-C02
3	32384859	BIOUG03567-C03
3	32384860	BIOUG03567-C05
3	32406197	BIOUG03567-C06
3	32384861	BIOUG03567-C07
3	32384862	BIOUG03567-C08
3	32384863	BIOUG03567-C09
3	32384864	BIOUG03567-C10
3	32384865	BIOUG03567-C11
3	32384866	BIOUG03567-C12
3	32384867	BIOUG03567-D01
3	32384868	BIOUG03567-D02
3	32384869	BIOUG03567-D03
3	32384870	BIOUG03567-D04
3	32384871	BIOUG03567-D05
3	32384872	BIOUG03567-D06
3	32384873	BIOUG03567-D07
3	32384874	BIOUG03567-D08
3	32384875	BIOUG03567-D09
3	32384876	BIOUG03567-D10
3	32384877	BIOUG03567-D11
3	32384878	BIOUG03567-D12
3	32384879	BIOUG03567-E01
3	32384880	BIOUG03567-E02
3	32384881	BIOUG03567-E03
3	32384882	BIOUG03567-E04
3	32384883	BIOUG03567-E05
3	32384884	BIOUG03567-E06
3	32384885	BIOUG03567-E07
3	32384886	BIOUG03567-E08
3	32384887	BIOUG03567-E09
3	32384888	BIOUG03567-E10
3	32384889	BIOUG03567-E11
3	32384890	BIOUG03567-E12
3	32384891	BIOUG03567-F01
3	32384892	BIOUG03567-F02
3	32384893	BIOUG03567-F03
3	32384894	BIOUG03567-F04
3	32384895	BIOUG03567-F05
3	32384896	BIOUG03567-F06
3	32384897	BIOUG03567-F07
3	32384898	BIOUG03567-F08
3	32384899	BIOUG03567-F09
3	32384900	BIOUG03567-F10
3	32408926	BIOUG03567-F12
3	32401670	BIOUG03567-G01
3	32401602	BIOUG03567-G03
3	32401603	BIOUG03567-G04
3	32401604	BIOUG03567-G05
3	32401605	BIOUG03567-G06
3	32401606	BIOUG03567-G07
3	32401607	BIOUG03567-G08
3	32401608	BIOUG03567-G09
3	32401609	BIOUG03567-G10
3	32403746	BIOUG03567-G11
3	32318675	BIOUG03568-A01
3	32318676	BIOUG03568-A02
3	32318677	BIOUG03568-A03
3	32318678	BIOUG03568-A04
3	32318679	BIOUG03568-A05
3	32318680	BIOUG03568-A06
3	32318681	BIOUG03568-A07
3	32318682	BIOUG03568-A08
3	32318683	BIOUG03568-A09
3	32318684	BIOUG03568-A10
3	32318685	BIOUG03568-A11
3	32318686	BIOUG03568-A12
3	32318687	BIOUG03568-B01
3	32318688	BIOUG03568-B02
3	32318689	BIOUG03568-B03
3	32318690	BIOUG03568-B05
3	32318691	BIOUG03568-B06
3	32318692	BIOUG03568-B07
3	32318693	BIOUG03568-B08
3	32318694	BIOUG03568-B09
3	32318695	BIOUG03568-B10
3	32318696	BIOUG03568-B11
3	32318697	BIOUG03568-B12
3	32318698	BIOUG03568-C01
3	32318699	BIOUG03568-C02
3	32318700	BIOUG03568-C03
3	32318701	BIOUG03568-C04
3	32318702	BIOUG03568-C05
3	32318703	BIOUG03568-C06
3	32318704	BIOUG03568-C07
3	32318705	BIOUG03568-C08
3	32318706	BIOUG03568-C09
3	32318707	BIOUG03568-C10
3	32318708	BIOUG03568-C11
3	32318709	BIOUG03568-C12
3	32318710	BIOUG03568-D01
3	32318711	BIOUG03568-D02
3	32321170	BIOUG03568-D03
3	32324862	BIOUG03568-D04
3	32343026	BIOUG03568-D05
3	32321171	BIOUG03568-D06
3	32343027	BIOUG03568-D07
3	32318712	BIOUG03568-D08
3	32318713	BIOUG03568-D09
3	32321172	BIOUG03568-D10
3	32321173	BIOUG03568-D11
3	32294880	BIOUG03568-D12
3	32294881	BIOUG03568-E02
3	32320919	BIOUG03568-E03
3	32320920	BIOUG03568-E04
3	32372515	BIOUG03568-E05
3	32320921	BIOUG03568-E06
3	32320922	BIOUG03568-E07
3	32324863	BIOUG03568-E08
3	32318714	BIOUG03568-E09
3	32318715	BIOUG03568-E10
3	32318716	BIOUG03568-E11
3	32318717	BIOUG03568-E12
3	32318718	BIOUG03568-F01
3	32318719	BIOUG03568-F02
3	32318720	BIOUG03568-F03
3	32318721	BIOUG03568-F04
3	32318722	BIOUG03568-F05
3	32318723	BIOUG03568-F06
3	32318724	BIOUG03568-F07
3	32318725	BIOUG03568-F08
3	32318726	BIOUG03568-F09
3	32318727	BIOUG03568-F10
3	32318728	BIOUG03568-F11
3	32318729	BIOUG03568-F12
3	32318730	BIOUG03568-G01
3	32318731	BIOUG03568-G02
3	32318732	BIOUG03568-G03
3	32318733	BIOUG03568-G04
3	32318734	BIOUG03568-G05
3	32318735	BIOUG03568-G06
3	32318736	BIOUG03568-G07
3	32318737	BIOUG03568-G08
3	32318738	BIOUG03568-G09
3	32318739	BIOUG03568-G10
3	32318740	BIOUG03568-G11
3	32318741	BIOUG03568-G12
3	32318742	BIOUG03568-H01
3	32552848	BIOUG03568-H02
3	32321174	BIOUG03568-H04
3	32321175	BIOUG03568-H05
3	32321176	BIOUG03568-H06
3	32320939	BIOUG03568-H07
3	32321177	BIOUG03568-H08
3	32321178	BIOUG03568-H09
3	32321179	BIOUG03568-H10
3	32321180	BIOUG03568-H11
3	32454751	BIOUG03572-F10
3	32301643	BIOUG03574-A02
3	32362452	BIOUG03574-A03
3	32369928	BIOUG03574-A04
3	32292470	BIOUG03574-A10
3	32292471	BIOUG03574-B02
3	32292472	BIOUG03574-B06
3	32292473	BIOUG03574-C03
3	32362453	BIOUG03574-C05
3	32292474	BIOUG03574-C07
3	32338706	BIOUG03574-C09
3	32338707	BIOUG03574-D02
3	32362454	BIOUG03574-D05
3	32352411	BIOUG03574-D08
3	32306181	BIOUG03574-D09
3	32308093	BIOUG03574-E04
3	32309991	BIOUG03574-E05
3	32352412	BIOUG03574-E06
3	32362455	BIOUG03574-E11
3	32292475	BIOUG03574-F06
3	32362456	BIOUG03574-F10
3	32292476	BIOUG03574-F11
3	32292477	BIOUG03574-F12
3	32362457	BIOUG03574-G02
3	32362458	BIOUG03574-G04
3	32352413	BIOUG03574-G06
3	32362459	BIOUG03574-G10
3	32510959	BIOUG03574-G11
3	32292478	BIOUG03574-H01
3	32292479	BIOUG03574-H04
3	32292480	BIOUG03574-H05
3	32338708	BIOUG03574-H06
3	32301644	BIOUG03574-H07
3	32523255	BIOUG03574-H09
3	32293492	BIOUG03580-B04
3	32293493	BIOUG03580-B06
3	32293494	BIOUG03580-B07
3	32293511	BIOUG03580-C04
3	32364663	BIOUG03580-C05
3	32364667	BIOUG03580-D02
3	32364669	BIOUG03580-D04
3	32364670	BIOUG03580-D08
3	32364672	BIOUG03580-E03
3	32293513	BIOUG03580-E12
3	32364674	BIOUG03580-G03
3	32340387	BIOUG03580-H04
3	32398418	BIOUG03581-A01
3	32398419	BIOUG03581-A04
3	32376474	BIOUG03581-A06
3	32376475	BIOUG03581-B04
3	32403599	BIOUG03581-B11
3	32403601	BIOUG03581-E09
3	32403602	BIOUG03581-F06
3	32226928	BIOUG03582-A02
3	32226929	BIOUG03582-A04
3	32224240	BIOUG03582-A05
3	32226930	BIOUG03582-A07
3	32221284	BIOUG03582-B08
3	32224241	BIOUG03582-C02
3	32221285	BIOUG03582-C03
3	32223236	BIOUG03582-C09
3	32221286	BIOUG03582-D01
3	32454920	BIOUG03583-F03
3	32340367	BIOUG03585-A02
3	32393554	BIOUG03585-A09
3	32415413	BIOUG03585-B03
3	32393555	BIOUG03585-B04
3	32413909	BIOUG03585-B10
3	32376476	BIOUG03585-C10
3	32413910	BIOUG03585-D10
3	32347220	BIOUG03585-F01
3	32340416	BIOUG03585-H04
3	32407110	BIOUG03588-H11
3	32358961	BIOUG03592-B09
3	32288921	BIOUG03592-D10
3	32288923	BIOUG03592-G11
3	32488906	BIOUG03592-H04
3	32288926	BIOUG03593-B10
3	32288930	BIOUG03593-D11
3	32352642	BIOUG03593-E02
3	32288931	BIOUG03593-F11
3	32352643	BIOUG03593-G12
3	32352426	BIOUG03594-B01
3	32288934	BIOUG03594-C07
3	32307599	BIOUG03594-D04
3	32359000	BIOUG03594-E12
3	32350481	BIOUG03594-G03
3	32288940	BIOUG03594-G09
3	32338709	BIOUG03596-A02
3	32301648	BIOUG03596-A03
3	32369929	BIOUG03596-A04
3	32516465	BIOUG03596-A07
3	32362460	BIOUG03596-A08
3	32362461	BIOUG03596-A09
3	32301649	BIOUG03596-A12
3	32362462	BIOUG03596-B06
3	32352414	BIOUG03596-B10
3	32362463	BIOUG03596-C01
3	32338710	BIOUG03596-C04
3	32306183	BIOUG03596-C06
3	32292481	BIOUG03596-C07
3	32292482	BIOUG03596-C09
3	32369930	BIOUG03596-C10
3	32306184	BIOUG03596-C12
3	32301651	BIOUG03596-D01
3	32362464	BIOUG03596-D03
3	32338711	BIOUG03596-D04
3	32338712	BIOUG03596-D08
3	32292483	BIOUG03596-D09
3	32292484	BIOUG03596-D10
3	32338713	BIOUG03596-E01
3	32301652	BIOUG03596-E05
3	32325952	BIOUG03596-E08
3	32309994	BIOUG03596-E12
3	32362465	BIOUG03596-F01
3	32362466	BIOUG03596-F02
3	32324321	BIOUG03596-F03
3	32301654	BIOUG03596-F05
3	32362467	BIOUG03596-F06
3	32352415	BIOUG03596-F11
3	32338714	BIOUG03596-F12
3	32308096	BIOUG03596-G01
3	32292485	BIOUG03596-G03
3	32292486	BIOUG03596-G04
3	32362468	BIOUG03596-G09
3	32352416	BIOUG03596-G10
3	32352417	BIOUG03596-H01
3	32352418	BIOUG03596-H03
3	32285869	BIOUG03599-G12
3	32508091	BIOUG03600-A01
3	32332029	BIOUG03600-A05
3	32204393	BIOUG03600-A06
3	32204787	BIOUG03600-A07
3	32215611	BIOUG03600-A08
3	32215553	BIOUG03600-A09
3	32215554	BIOUG03600-A10
3	32329465	BIOUG03600-B01
3	32425183	BIOUG03600-B02
3	32425184	BIOUG03600-B03
3	32425185	BIOUG03600-B04
3	32207815	BIOUG03600-B06
3	32207816	BIOUG03600-B07
3	32231325	BIOUG03600-B08
3	32215745	BIOUG03600-B09
3	32329466	BIOUG03600-B10
3	32329468	BIOUG03600-C03
3	32216802	BIOUG03600-C04
3	32216803	BIOUG03600-C05
3	32207817	BIOUG03600-C06
3	32207818	BIOUG03600-C07
3	32215555	BIOUG03600-C08
3	32215556	BIOUG03600-C09
3	32202139	BIOUG03600-C10
3	32231693	BIOUG03600-C11
3	32218874	BIOUG03600-C12
3	32215557	BIOUG03600-D03
3	32215558	BIOUG03600-D04
3	32329471	BIOUG03600-D05
3	32215559	BIOUG03600-D07
3	32215560	BIOUG03600-D08
3	32215561	BIOUG03600-D09
3	32215562	BIOUG03600-D10
3	32215563	BIOUG03600-D11
3	32282714	BIOUG03600-E01
3	32218100	BIOUG03600-E10
3	32209821	BIOUG03600-E11
3	32216983	BIOUG03600-E12
3	32216984	BIOUG03600-F01
3	32216985	BIOUG03600-F02
3	32216986	BIOUG03600-F03
3	32216987	BIOUG03600-F04
3	32216988	BIOUG03600-F05
3	32216989	BIOUG03600-F06
3	32216990	BIOUG03600-F07
3	32216991	BIOUG03600-F08
3	32216992	BIOUG03600-F09
3	32216993	BIOUG03600-F10
3	32216994	BIOUG03600-F11
3	32216995	BIOUG03600-F12
3	32216902	BIOUG03600-G01
3	32216996	BIOUG03600-G02
3	32216997	BIOUG03600-G03
3	32216998	BIOUG03600-G04
3	32216903	BIOUG03600-G05
3	32216999	BIOUG03600-G06
3	32217000	BIOUG03600-G07
3	32217001	BIOUG03600-G08
3	32217002	BIOUG03600-G09
3	32217003	BIOUG03600-G10
3	32217004	BIOUG03600-G11
3	32217005	BIOUG03600-G12
3	32217006	BIOUG03600-H01
3	32217007	BIOUG03600-H02
3	32217008	BIOUG03600-H03
3	32217009	BIOUG03600-H04
3	32217010	BIOUG03600-H05
3	32217011	BIOUG03600-H06
3	32217012	BIOUG03600-H07
3	32217013	BIOUG03600-H08
3	32217014	BIOUG03600-H09
3	32217015	BIOUG03600-H10
3	32217016	BIOUG03600-H11
3	32421857	BIOUG03601-A01
3	32202469	BIOUG03601-A02
3	32202470	BIOUG03601-A03
3	32202471	BIOUG03601-A04
3	32202472	BIOUG03601-A05
3	32373728	BIOUG03601-A06
3	32282833	BIOUG03601-A07
3	32374122	BIOUG03601-A08
3	32282834	BIOUG03601-A09
3	32333673	BIOUG03601-A11
3	32202473	BIOUG03601-B09
3	32216912	BIOUG03601-B10
3	32217020	BIOUG03601-B11
3	32217021	BIOUG03601-B12
3	32223763	BIOUG03601-C03
3	32223764	BIOUG03601-C04
3	32216913	BIOUG03601-C05
3	32217022	BIOUG03601-C06
3	32217887	BIOUG03601-C07
3	32218115	BIOUG03601-C08
3	32217023	BIOUG03601-C09
3	32218116	BIOUG03601-C10
3	32217024	BIOUG03601-C11
3	32218117	BIOUG03601-C12
3	32216914	BIOUG03601-D03
3	32218118	BIOUG03601-D04
3	32217025	BIOUG03601-D05
3	32217026	BIOUG03601-D06
3	32217027	BIOUG03601-D07
3	32217028	BIOUG03601-D08
3	32217029	BIOUG03601-D09
3	32217030	BIOUG03601-D10
3	32217031	BIOUG03601-D11
3	32217032	BIOUG03601-D12
3	32217033	BIOUG03601-E01
3	32216915	BIOUG03601-E03
3	32217034	BIOUG03601-E04
3	32217035	BIOUG03601-E05
3	32217036	BIOUG03601-E06
3	32217037	BIOUG03601-E07
3	32216916	BIOUG03601-E08
3	32217038	BIOUG03601-E09
3	32217039	BIOUG03601-E10
3	32202474	BIOUG03601-E11
3	32217040	BIOUG03601-E12
3	32216917	BIOUG03601-F01
3	32217041	BIOUG03601-F02
3	32217042	BIOUG03601-F03
3	32217043	BIOUG03601-F04
3	32217044	BIOUG03601-F05
3	32217045	BIOUG03601-F06
3	32217046	BIOUG03601-F07
3	32217047	BIOUG03601-F08
3	32217048	BIOUG03601-F09
3	32217049	BIOUG03601-F10
3	32217050	BIOUG03601-F11
3	32217051	BIOUG03601-F12
3	32217052	BIOUG03601-G01
3	32217053	BIOUG03601-G02
3	32217054	BIOUG03601-G03
3	32217055	BIOUG03601-G04
3	32202475	BIOUG03601-G05
3	32229169	BIOUG03601-G06
3	32217056	BIOUG03601-G07
3	32217057	BIOUG03601-G08
3	32223765	BIOUG03601-G09
3	32217058	BIOUG03601-G10
3	32216918	BIOUG03601-G11
3	32217059	BIOUG03601-G12
3	32217060	BIOUG03601-H01
3	32217061	BIOUG03601-H02
3	32217062	BIOUG03601-H04
3	32217063	BIOUG03601-H05
3	32217064	BIOUG03601-H06
3	32217065	BIOUG03601-H07
3	32217066	BIOUG03601-H08
3	32217067	BIOUG03601-H09
3	32216919	BIOUG03601-H10
3	32216920	BIOUG03601-H11
3	32217068	BIOUG03602-A01
3	32217069	BIOUG03602-A02
3	32223766	BIOUG03602-A03
3	32217070	BIOUG03602-A04
3	32282688	BIOUG03602-A05
3	32282954	BIOUG03602-A06
3	32371745	BIOUG03602-A07
3	32282715	BIOUG03602-A08
3	32282639	BIOUG03602-A09
3	32372113	BIOUG03602-A10
3	32372114	BIOUG03602-A11
3	32552924	BIOUG03602-A12
3	32333685	BIOUG03602-B01
3	32372115	BIOUG03602-B02
3	32333686	BIOUG03602-B03
3	32333687	BIOUG03602-B05
3	32325836	BIOUG03602-B06
3	32333688	BIOUG03602-B07
3	32333689	BIOUG03602-B08
3	32333690	BIOUG03602-B09
3	32333691	BIOUG03602-B10
3	32333692	BIOUG03602-B11
3	32333693	BIOUG03602-B12
3	32333694	BIOUG03602-C03
3	32333695	BIOUG03602-C04
3	32333696	BIOUG03602-C05
3	32424528	BIOUG03602-C07
3	32202075	BIOUG03602-C08
3	32218119	BIOUG03602-C09
3	32217888	BIOUG03602-C10
3	32218120	BIOUG03602-C11
3	32218121	BIOUG03602-C12
3	32217071	BIOUG03602-D03
3	32217072	BIOUG03602-D04
3	32217073	BIOUG03602-D05
3	32217074	BIOUG03602-D06
3	32217075	BIOUG03602-D07
3	32217076	BIOUG03602-D08
3	32217077	BIOUG03602-D09
3	32217078	BIOUG03602-D10
3	32217079	BIOUG03602-D11
3	32217080	BIOUG03602-D12
3	32207662	BIOUG03602-E03
3	32209768	BIOUG03602-E04
3	32206694	BIOUG03602-E05
3	32223768	BIOUG03602-E06
3	32223769	BIOUG03602-E07
3	32223770	BIOUG03602-E09
3	32223771	BIOUG03602-E12
3	32215757	BIOUG03602-F02
3	32228353	BIOUG03602-F03
3	32421240	BIOUG03602-F04
3	32421241	BIOUG03602-F05
3	32421242	BIOUG03602-F06
3	32421243	BIOUG03602-F07
3	32421244	BIOUG03602-F08
3	32421245	BIOUG03602-F09
3	32223767	BIOUG03603-D03
3	32321753	BIOUG03607-G07
3	32282780	BIOUG03607-G09
3	32282835	BIOUG03607-G10
3	32283150	BIOUG03607-G11
3	32333733	BIOUG03607-H01
3	32372116	BIOUG03607-H02
3	32322041	BIOUG03607-H03
3	32282640	BIOUG03607-H04
3	32282641	BIOUG03607-H05
3	32333734	BIOUG03607-H06
3	32281928	BIOUG03607-H07
3	32281949	BIOUG03607-H08
3	32323758	BIOUG03607-H09
3	32347137	BIOUG03607-H10
3	32542346	BIOUG03607-H11
3	32396662	BIOUG03608-A01
3	32416047	BIOUG03608-A02
3	32396486	BIOUG03608-A04
3	32392428	BIOUG03608-A05
3	32401610	BIOUG03608-A06
3	32392712	BIOUG03608-A07
3	32392713	BIOUG03608-A08
3	32416802	BIOUG03608-A09
3	32414023	BIOUG03608-A10
3	32381936	BIOUG03608-A11
3	32392429	BIOUG03608-A12
3	32392430	BIOUG03608-B01
3	32392431	BIOUG03608-B02
3	32392432	BIOUG03608-B03
3	32392433	BIOUG03608-B04
3	32392434	BIOUG03608-B05
3	32392435	BIOUG03608-B06
3	32381941	BIOUG03608-B07
3	32405569	BIOUG03608-B08
3	32393687	BIOUG03608-B09
3	32404673	BIOUG03608-B11
3	32403823	BIOUG03608-B12
3	32393538	BIOUG03608-C01
3	32393217	BIOUG03608-C02
3	32406944	BIOUG03608-C03
3	32405955	BIOUG03608-C04
3	32406675	BIOUG03608-C05
3	32405418	BIOUG03608-C06
3	32393539	BIOUG03608-C07
3	32396783	BIOUG03608-C08
3	32396784	BIOUG03608-C09
3	32401835	BIOUG03608-C10
3	32280196	BIOUG03608-C11
3	32269261	BIOUG03608-D01
3	32269262	BIOUG03608-D02
3	32269263	BIOUG03608-D03
3	32408887	BIOUG03608-D04
3	32392468	BIOUG03608-D05
3	32392469	BIOUG03608-D06
3	32392470	BIOUG03608-D07
3	32392471	BIOUG03608-D08
3	32404428	BIOUG03608-D09
3	32404103	BIOUG03608-D10
3	32393493	BIOUG03608-D11
3	32396286	BIOUG03608-D12
3	32396287	BIOUG03608-E01
3	32396288	BIOUG03608-E02
3	32396289	BIOUG03608-E03
3	32396290	BIOUG03608-E04
3	32396291	BIOUG03608-E05
3	32404104	BIOUG03608-E06
3	32404051	BIOUG03608-E07
3	32404969	BIOUG03608-E08
3	32404536	BIOUG03608-E09
3	32404587	BIOUG03608-E10
3	32396292	BIOUG03608-E11
3	32404483	BIOUG03608-E12
3	32392472	BIOUG03608-F01
3	32404168	BIOUG03608-F02
3	32404588	BIOUG03608-F03
3	32405830	BIOUG03608-F04
3	32405831	BIOUG03608-F05
3	32382386	BIOUG03608-F06
3	32395556	BIOUG03608-F07
3	32392473	BIOUG03608-F08
3	32382387	BIOUG03608-F09
3	32392474	BIOUG03608-F10
3	32404032	BIOUG03608-F11
3	32393494	BIOUG03608-G01
3	32392475	BIOUG03608-G02
3	32413942	BIOUG03608-G03
3	32393495	BIOUG03608-G04
3	32396293	BIOUG03608-G05
3	32413976	BIOUG03608-G06
3	32396294	BIOUG03608-G07
3	32412932	BIOUG03608-G08
3	32412517	BIOUG03608-G09
3	32393496	BIOUG03608-G10
3	32413977	BIOUG03608-G11
3	32377729	BIOUG03608-G12
3	32389388	BIOUG03608-H01
3	32377730	BIOUG03608-H02
3	32389389	BIOUG03608-H03
3	32377731	BIOUG03608-H04
3	32377732	BIOUG03608-H05
3	32413978	BIOUG03608-H06
3	32377733	BIOUG03608-H07
3	32389390	BIOUG03608-H08
3	32416387	BIOUG03608-H09
3	32412494	BIOUG03608-H10
3	32409450	BIOUG03608-H11
3	32282716	BIOUG03609-A01
3	32282717	BIOUG03609-A02
3	32333735	BIOUG03609-A03
3	32333736	BIOUG03609-A04
3	32333737	BIOUG03609-A05
3	32323759	BIOUG03609-A07
3	32323760	BIOUG03609-A08
3	32333738	BIOUG03609-A09
3	32333739	BIOUG03609-A10
3	32323761	BIOUG03609-A11
3	32333740	BIOUG03609-A12
3	32333741	BIOUG03609-B01
3	32333742	BIOUG03609-B02
3	32333743	BIOUG03609-B03
3	32333744	BIOUG03609-B04
3	32333745	BIOUG03609-B05
3	32333746	BIOUG03609-B06
3	32333747	BIOUG03609-B07
3	32333748	BIOUG03609-B08
3	32333749	BIOUG03609-B09
3	32333750	BIOUG03609-B10
3	32333751	BIOUG03609-B11
3	32333752	BIOUG03609-B12
3	32323017	BIOUG03609-C01
3	32333753	BIOUG03609-C02
3	32371700	BIOUG03609-C03
3	32282904	BIOUG03609-C04
3	32281950	BIOUG03609-C06
3	32297050	BIOUG03609-C07
3	32333754	BIOUG03609-C09
3	32333756	BIOUG03609-C10
3	32297456	BIOUG03609-C11
3	32297479	BIOUG03609-C12
3	32333757	BIOUG03609-D01
3	32321209	BIOUG03609-D02
3	32282642	BIOUG03609-D03
3	32222855	BIOUG03609-D04
3	32230192	BIOUG03609-D05
3	32224445	BIOUG03609-D06
3	32209827	BIOUG03609-D07
3	32228359	BIOUG03609-D08
3	32207602	BIOUG03609-D09
3	32207603	BIOUG03609-D10
3	32422024	BIOUG03609-D11
3	32421246	BIOUG03609-E01
3	32421247	BIOUG03609-E02
3	32422025	BIOUG03609-E03
3	32421248	BIOUG03609-E04
3	32421249	BIOUG03609-E05
3	32421250	BIOUG03609-E06
3	32421251	BIOUG03609-E07
3	32421252	BIOUG03609-E08
3	32421253	BIOUG03609-E09
3	32422026	BIOUG03609-E11
3	32323762	BIOUG03609-F01
3	32282878	BIOUG03609-F02
3	32282955	BIOUG03609-F03
3	32325037	BIOUG03609-F04
3	32347071	BIOUG03609-F06
3	32322042	BIOUG03609-F07
3	32282718	BIOUG03609-F08
3	32282836	BIOUG03609-F09
3	32282956	BIOUG03609-F10
3	32282957	BIOUG03609-F11
3	32282719	BIOUG03609-F12
3	32283151	BIOUG03609-G01
3	32282720	BIOUG03609-G02
3	32282958	BIOUG03609-G04
3	32282721	BIOUG03609-G05
3	32282951	BIOUG03609-G08
3	32283337	BIOUG03609-G10
3	32282722	BIOUG03609-G11
3	32282643	BIOUG03609-G12
3	32282723	BIOUG03609-H01
3	32282724	BIOUG03609-H02
3	32282725	BIOUG03609-H03
3	32373729	BIOUG03609-H04
3	32373730	BIOUG03609-H05
3	32370533	BIOUG03609-H06
3	32322107	BIOUG03609-H07
3	32333766	BIOUG03609-H08
3	32333767	BIOUG03609-H09
3	32333768	BIOUG03609-H10
3	32333769	BIOUG03609-H11
3	32392476	BIOUG03610-A02
3	32405832	BIOUG03610-A03
3	32404105	BIOUG03610-A04
3	32404106	BIOUG03610-A05
3	32405833	BIOUG03610-A06
3	32404107	BIOUG03610-A07
3	32396295	BIOUG03610-A08
3	32382388	BIOUG03610-A09
3	32396296	BIOUG03610-A10
3	32396297	BIOUG03610-A11
3	32405956	BIOUG03610-A12
3	32404169	BIOUG03610-B01
3	32392477	BIOUG03610-B02
3	32392478	BIOUG03610-B03
3	32392479	BIOUG03610-B04
3	32392480	BIOUG03610-B05
3	32404970	BIOUG03610-B06
3	32406265	BIOUG03610-B07
3	32396298	BIOUG03610-B08
3	32413979	BIOUG03610-B09
3	32410405	BIOUG03610-B10
3	32413980	BIOUG03610-B11
3	32396024	BIOUG03610-B12
3	32377734	BIOUG03610-C01
3	32412495	BIOUG03610-C02
3	32377735	BIOUG03610-C03
3	32377736	BIOUG03610-C04
3	32377737	BIOUG03610-C05
3	32377738	BIOUG03610-C06
3	32376782	BIOUG03610-C07
3	32377739	BIOUG03610-C08
3	32389391	BIOUG03610-C09
3	32393761	BIOUG03610-C10
3	32393543	BIOUG03610-C11
