InstitutionCode	family	count(*)
WFBM	Delphacidae	3
iNaturalist	Demodicidae	1
USNM	Dendrogastridae	1
NULL	Depressariidae	1
EMEC	Depressariidae	25
iNaturalist	Depressariidae	9
USNM	Depressariidae	21
iNaturalist	Derbidae	1
KU	Derbidae	1
NCSU	Derbidae	1
TAMU	Derbidae	341
UCR	Derbidae	6
UDCC	Derbidae	5
USNM	Derbidae	3
TTU	Dermanyssidae	10
ASU	Dermestidae	1
FMNH	Dermestidae	2
KU	Dermestidae	15
MSU	Dermestidae	41
NMSU	Dermestidae	5
OSU	Dermestidae	7
TTU	Dermestidae	23
USNM	Dermestidae	1
EMEC	Diapheromeridae	4
FMNH	Diapheromeridae	34
iNaturalist	Diapheromeridae	14
TAMU	Diapheromeridae	8
INHS	Diapriidae	4
MSU	Diapriidae	7
OSU	Diapriidae	1293
USNM	Diaptomidae	53
CSCA	Diaspididae	176
FSCA	Diaspididae	38
UCR	Diaspididae	59
UMAM	Diaspididae	14
USNM	Diaspididae	68
USNM	Diastylidae	4
TTU	Dicrocoeliidae	2
DMNS	Dictynidae	2
FMNH	Dictynidae	18
IBUNAM	Dictynidae	5
MCZ	Dictynidae	33
UNM	Dictynidae	23
AMNH	Dictyopharidae	10
BMNH	Dictyopharidae	2
CAS	Dictyopharidae	4
CSCA	Dictyopharidae	12
LBOB	Dictyopharidae	10
OSU	Dictyopharidae	11
TAMU	Dictyopharidae	81
UCD	Dictyopharidae	4
UCR	Dictyopharidae	8
UDCC	Dictyopharidae	1
USNM	Dictyopharidae	16
WFBM	Dictyopharidae	1
MCZ	Diguetidae	4
NMSU	Diguetidae	1
UNM	Diguetidae	10
iNaturalist	Diogenidae	2
MCZ	Diogenidae	8
USNM	Diogenidae	155
FMNH	Dioptidae	2
USNM	Dioptidae	1
DMNS	Diplocentridae	1
FMNH	Diplocentridae	7
iNaturalist	Diplocentridae	7
MCZ	Diplocentridae	16
UNM	Diplocentridae	3
FMNH	Dipluridae	12
GBIF	Dipluridae	2
iNaturalist	Dipluridae	7
MCZ	Dipluridae	8
SMF	Dipluridae	1
UNM	Dipluridae	1
INHS	Diprionidae	4
OSU	Diprionidae	2
USNM	Diprionidae	4
FMNH	Dipsocoridae	2
USNM	Dipsocoridae	2
USNM	Dirivultidae	90
MSU	Doidae	2
EMEC	Dolichopodidae	7
iNaturalist	Dolichopodidae	2
INHS	Dolichopodidae	298
MCZ	Dolichopodidae	2
OSU	Dolichopodidae	13
USNM	Dolichopodidae	119
MCZ	Dorippidae	1
iNaturalist	Dotillidae	1
EMEC	Douglasiidae	1
MCZ	Dromiidae	2
USNM	Dromiidae	3
iNaturalist	Drosophilidae	2
MCZ	Drosophilidae	1
USNM	Drosophilidae	55
MSU	Dryinidae	4
OSU	Dryinidae	6
NULL	Dryophthoridae	1
iNaturalist	Dryophthoridae	61
NAUF	Dryophthoridae	11
TTU	Dryophthoridae	19
EMEC	Dryopidae	39
FMNH	Dryopidae	20
KU	Dryopidae	204
NMSU	Dryopidae	28
OMNH	Dryopidae	858
TTU	Dryopidae	1
USNM	Dryopidae	2
IBUNAM	Dysderidae	8
iNaturalist	Dysderidae	6
ASU	Dytiscidae	6
FMNH	Dytiscidae	10
iNaturalist	Dytiscidae	2
INHS	Dytiscidae	19
KU	Dytiscidae	680
MCZ	Dytiscidae	1
NAUF	Dytiscidae	5
NMSU	Dytiscidae	1122
OMNH	Dytiscidae	13
OSU	Dytiscidae	9
PU	Dytiscidae	7
TTU	Dytiscidae	8
UAM	Dytiscidae	38
UNM	Dytiscidae	15
USNM	Dytiscidae	16
USNM	Ecbathyriontidae	1
TTU	Echinostomatidae	2
USNM	Ectinosomatidae	2
FMNH	Ectobiidae	3
iNaturalist	Ectobiidae	12
ASU	Elateridae	1
iNaturalist	Elateridae	10
KU	Elateridae	136
MCZ	Elateridae	4
NMSU	Elateridae	1
OSU	Elateridae	278
TAMU	Elateridae	1952
TTU	Elateridae	69
UAM	Elateridae	18
UNM	Elateridae	3
USNM	Elateridae	2
MCZ	Eleotrididae	2
FMNH	Elmidae	89
KU	Elmidae	96
OMNH	Elmidae	2608
TTU	Elmidae	1
USNM	Elmidae	4
OSU	Empididae	8
USNM	Empididae	13
iNaturalist	Encyrtidae	1
INHS	Encyrtidae	4
OSU	Encyrtidae	292
UCR	Encyrtidae	2190
UNM	Encyrtidae	1
USNM	Encyrtidae	23
USNM	Endeidae	4
EMEC	Enderleinellidae	6
USNM	Enderleinellidae	5
USNM	Endevouridae	1
KU	Endomychidae	190
OSU	Endomychidae	14
USNM	Endomychidae	1
MCZ	Engraulididae	5
ANSP	Enicocephalidae	1
USNM	Enicocephalidae	2
USNM	Entobiidae	3
USNM	Entocytheridae	7
INHS	Entomobryidae	88
MCZ	Entomobryidae	1
USNM	Epacteriscidae	2
MCZ	Ephippididae	1
UA	Ephydridae	3
USNM	Ephydridae	7
KU	Epimetopidae	48
USNM	Epimetopidae	2
TAMU	Epipygidae	1
INHS	Episactidae	4
CSU	Erebidae	241
FMNH	Erebidae	1
iNaturalist	Erebidae	774
INHS	Erebidae	3
MOD_DMNS	Erebidae	6
MSU	Erebidae	1
NAUF	Erebidae	2
OSU	Erebidae	1
UMNH	Erebidae	2
UNM	Erebidae	200
USNM	Erebidae	1
YPM	Erebidae	193
USNM	Erebonasteridae	5
DMNS	Eremobatidae	20
EMEC	Eremobatidae	2
MCZ	Eremobatidae	10
NMSU	Eremobatidae	1
UNM	Eremobatidae	26
USNM	Ergasilidae	2
CSCA	Eriococcidae	1
UA	Erirhinidae	2
ASU	Erotylidae	14
iNaturalist	Erotylidae	11
KU	Erotylidae	134
OSU	Erotylidae	31
TTU	Erotylidae	1
USNM	Erotylidae	11
UTC	Erotylidae	2
MCZ	Erythraeidae	4
USNM	Ethusidae	2
USNM	Eucalanidae	9
USNM	Euchaetidae	24
INHS	Eucharitidae	2
MSU	Eucharitidae	1
OSU	Eucharitidae	5
USNM	Eucharitidae	1
KU	Eucinetidae	22
KU	Eucnemidae	21
OSU	Eucnemidae	2
USNM	Eucnemidae	1
UTC	Eucnemidae	1
USNM	Eucoilidae	2
MCZ	Eucopiidae	1
iNaturalist	Euctenizidae	1
USNM	Eudactylinidae	4
USNM	Eugonatonotidae	1
MCZ	Eukoeneniidae	2
INHS	Eulophidae	2
MSU	Eulophidae	1
OMNH	Eulophidae	1
OSU	Eulophidae	7
TAMU	Eulophidae	3580
USNM	Eulophidae	6
UA	Eumastacidae	1
USNM	Eumenidae	1
INHS	Eupelmidae	1
MSU	Eupelmidae	2
UNM	Eupelmidae	1
MCZ	Euphausiidae	1
USNM	Euphausiidae	79
USNM	Eupterotidae	1
USNM	Eurycopidae	2
USNM	Euryphoridae	12
USNM	Eurysquillidae	8
INHS	Eurytomidae	2
MSU	Eurytomidae	2
NMSU	Eurytomidae	1
OSU	Eurytomidae	1
USNM	Eurytomidae	34
FMNH	Euscorpiidae	2
UNM	Euteliidae	1
iNaturalist	Eutichuridae	1
iNaturalist	Evaniidae	3
INHS	Evaniidae	1
MSU	Evaniidae	2
NMSU	Evaniidae	1
OSU	Evaniidae	2
USNM	Evaniidae	1
OMNH	Fasciolariidae	2
INHS	Figitidae	23
MSU	Figitidae	7
OSU	Figitidae	3
AM	Filistatidae	1
DMNS	Filistatidae	3
FMNH	Filistatidae	1
IBUNAM	Filistatidae	21
iNaturalist	Filistatidae	28
MCZ	Filistatidae	34
UNM	Filistatidae	3
OMNH	Fissurellidae	1
AMNH	Flatidae	46
CAS	Flatidae	5
iNaturalist	Flatidae	2
OSU	Flatidae	4
TAMU	Flatidae	149
UCR	Flatidae	3
UDCC	Flatidae	11
USNM	Flatidae	2
WFBM	Flatidae	28
FMNH	Forficulidae	81
iNaturalist	Forficulidae	13
OSU	Forficulidae	80
USNM	Forficulidae	4
ASU	Formicidae	517
BYU	Formicidae	32
CAS	Formicidae	26772
EMEC	Formicidae	384
FMNH	Formicidae	2249
iNaturalist	Formicidae	111
INHS	Formicidae	422
KU	Formicidae	9
MCZ	Formicidae	1554
MSU	Formicidae	31
NAUF	Formicidae	26
NMSU	Formicidae	147
OSU	Formicidae	13
TAMU	Formicidae	1418
TTU	Formicidae	68
UA	Formicidae	375
UNM	Formicidae	17
USNM	Formicidae	377
FMNH	Fuhrmannodesmidae	1
MCZ	Fuhrmannodesmidae	2
USNM	Fuhrmannodesmidae	1
AMNH	Fulgoridae	12
ANSP	Fulgoridae	1
CAS	Fulgoridae	1
FSCA	Fulgoridae	1
iNaturalist	Fulgoridae	9
INHS	Fulgoridae	1
OSU	Fulgoridae	2
TAMU	Fulgoridae	41
UCD	Fulgoridae	1
UCR	Fulgoridae	16
WFBM	Fulgoridae	4
MCZ	Galatheidae	4
MCZ	Galumnidae	4
MCZ	Garypidae	6
iNaturalist	Gecarcinidae	26
MCZ	Gecarcinidae	6
USNM	Gecarcinidae	12
AMNH	Gelastocoridae	180
ANSP	Gelastocoridae	1
iNaturalist	Gelastocoridae	1
INHS	Gelastocoridae	1
NMSU	Gelastocoridae	19
OSAC	Gelastocoridae	4
USNM	Gelastocoridae	4
NULL	Gelechiidae	8
EMEC	Gelechiidae	3
iNaturalist	Gelechiidae	4
MOD_DMNS	Gelechiidae	2
USNM	Gelechiidae	14
AMNH	Geocoridae	21
CMNH	Geocoridae	1
TAMU	Geocoridae	69
UCR	Geocoridae	5
EMEC	Geometridae	3
FMNH	Geometridae	24
iNaturalist	Geometridae	234
INHS	Geometridae	1
MOD_DMNS	Geometridae	5
MSU	Geometridae	9
UNM	Geometridae	136
USNM	Geometridae	439
YPM	Geometridae	4
FMNH	Geophilidae	6
MCZ	Geophilidae	5
USNM	Geophilidae	3
UNM	Geophilomorpha	1
NAUF	Geotrupidae	5
NMSU	Geotrupidae	1
TAMU	Geotrupidae	58
TTU	Geotrupidae	1
UNM	Geotrupidae	35
AMNH	Gerridae	1065
ANSP	Gerridae	1
INHS	Gerridae	2
NMSU	Gerridae	1
OSAC	Gerridae	61
USNM	Gerridae	21
TAMU	Glaresidae	7
FMNH	Glomeridae	1
MCZ	Glomeridae	7
USNM	Glomeridae	2
FMNH	Glomeridesmidae	6
MCZ	Glomeridesmidae	3
EMEC	Glossosomatidae	1
INHS	Glossosomatidae	144
KU	Glossosomatidae	1
USNM	Glossosomatidae	14
USNM	Glyphipterigidae	1
MCZ	Glyphocrangonidae	1
USNM	Glyphocrangonidae	6
FMNH	Gnaphosidae	17
IBUNAM	Gnaphosidae	8
iNaturalist	Gnaphosidae	2
MCZ	Gnaphosidae	66
NMSU	Gnaphosidae	1
UNM	Gnaphosidae	101
USNM	Gnathiidae	7
USNM	Gnathophyllidae	11
MCZ	Gobiesocidae	1
CAS	Gomphidae	12
EMEC	Gomphidae	42
FMNH	Gomphidae	7
iNaturalist	Gomphidae	26
INHS	Gomphidae	1
TTU	Gomphidae	1
UCBME	Gomphidae	7
USNM	Gomphidae	299
YPM	Gomphidae	5
USNM	Goneplacidae	4
MCZ	Gonodactylidae	2
USNM	Gonodactylidae	114
MCZ	Gosibiidae	16
USNM	Gosibiidae	20
iNaturalist	Gracillariidae	1
USNM	Gracillariidae	1
iNaturalist	Grapsidae	16
MCZ	Grapsidae	5
USNM	Grapsidae	22
TTU	Gryllacrididae	1
ASU	Gryllidae	5
iNaturalist	Gryllidae	6
INHS	Gryllidae	31
NAUF	Gryllidae	1
NMSU	Gryllidae	3
TAMU	Gryllidae	59
UA	Gryllidae	38
UMNH	Gryllidae	3
UNM	Gryllidae	20
TAMU	Gryllotalpidae	8
UA	Gryllotalpidae	4
EMEC	Gyrinidae	239
iNaturalist	Gyrinidae	2
KU	Gyrinidae	272
NAUF	Gyrinidae	1
NMSU	Gyrinidae	25
OMNH	Gyrinidae	4
OSU	Gyrinidae	5
USNM	Gyrinidae	1
TTU	Gyropidae	1
USNM	Hadziidae	2
FMNH	Hahniidae	19
MCZ	Hahniidae	50
AMNH	Halictidae	678
BISON	Halictidae	126
EMEC	Halictidae	3876
FMNH	Halictidae	73
iNaturalist	Halictidae	4
INHS	Halictidae	905
KU	Halictidae	9166
MSU	Halictidae	54
NMSU	Halictidae	2
OSU	Halictidae	64
SDNHM	Halictidae	2
TAMU	Halictidae	589
TTU	Halictidae	1
UNM	Halictidae	212
USNM	Halictidae	22
YPM	Halictidae	1
OMNH	Haliotididae	2
FMNH	Haliplidae	1
KU	Haliplidae	46
NMSU	Haliplidae	14
TTU	Haliplidae	1
USNM	Halocyprididae	10
USNM	Harpacticidae	1
USNM	Hatschekiidae	1
AMNH	Hebridae	12
USNM	Hebridae	4
iNaturalist	Hedylidae	1
YPM	Hedylidae	2
UNM	Heleomyzidae	1
USNM	Heleomyzidae	3
INHS	Helicophidae	6
EMEC	Helicopsychidae	18
INHS	Helicopsychidae	168
KU	Helicopsychidae	2
MCZ	Helicopsychidae	3
USNM	Helicopsychidae	1
EMEC	Heliodinidae	13
iNaturalist	Heliodinidae	30
MOD_DMNS	Heliodinidae	1
MSU	Heliodinidae	1
KU	Helophoridae	39
NMSU	Helophoridae	1
OSU	Hemerobiidae	6
USNM	Hemerophilidae	1
USNM	Hemicytheridae	4
USNM	Hemisquillidae	2
FMNH	Henicopidae	1
USNM	Henicopidae	2
ASU	Hepialidae	5
FMNH	Hepialidae	1
MOD_DMNS	Hepialidae	1
MSU	Hepialidae	1
USNM	Hepialidae	5
PU	Heptageniidae	1
USNM	Heptapsogasteridae	25
DMNS	Hersiliidae	1
iNaturalist	Hersiliidae	16
MCZ	Hersiliidae	15
DMNS	Hesperiidae	23
EMEC	Hesperiidae	1866
FMNH	Hesperiidae	52
iNaturalist	Hesperiidae	1876
INHS	Hesperiidae	6
MCZ	Hesperiidae	100
MSU	Hesperiidae	140
OSU	Hesperiidae	12
UMNH	Hesperiidae	57
UNM	Hesperiidae	8
USNM	Hesperiidae	54
WFBM	Hesperiidae	41
YPM	Hesperiidae	1362
USNM	Heteralepadidae	1
BYU	Heteroceridae	22
EMEC	Heteroceridae	340
FMNH	Heteroceridae	3
INHS	Heteroceridae	17
KU	Heteroceridae	2
OMNH	Heteroceridae	1
OSU	Heteroceridae	64
USNM	Heteroceridae	3
EMEC	Heteronemiidae	1
UNM	Heteronemiidae	1
TTU	Heterorhabdidae	1
USNM	Heterorhabdidae	23
UAM	Heterothripidae	6
USNM	Heterothripidae	6
USNM	Hexapodidae	1
FMNH	Himantariidae	3
USNM	Himantariidae	5
MCZ	Hippidae	2
USNM	Hippidae	24
INHS	Hippoboscidae	2
MCZ	Hippoboscidae	1
USNM	Hippoboscidae	1
MCZ	Hippolytidae	1
USNM	Hippolytidae	82
OMNH	Hipponicidae	1
EMEC	Histeridae	2
FMNH	Histeridae	10
KU	Histeridae	352
MCZ	Histeridae	8
NMSU	Histeridae	5
OSU	Histeridae	2
TAMU	Histeridae	207
TTU	Histeridae	2
USNM	Histeridae	26
FMNH	Holistophallidae	1
MCZ	Holistophallidae	5
USNM	Holistophallidae	1
USNM	Holognathidae	1
iNaturalist	Homalonychidae	1
MCZ	Homalonychidae	26
USNM	Homalonychidae	1
USNM	Homolidae	5
USNM	Homolodromiidae	3
EMEC	Hoplopleuridae	1
USNM	Hoplopleuridae	2
MCZ	Hubbardiidae	4
USNM	Hyalellidae	11
KU	Hybosoridae	41
NAUF	Hybosoridae	1
TAMU	Hybosoridae	40
TTU	Hybosoridae	1
KU	Hydraenidae	8
OSU	Hydraenidae	2
UNM	Hydraenidae	2
USNM	Hydraenidae	31
EMEC	Hydrobiosidae	1
INHS	Hydrobiosidae	215
KU	Hydrobiosidae	1
USNM	Hydrobiosidae	1
KU	Hydrochidae	14
AMNH	Hydrometridae	30
EMEC	Hydrometridae	20
NMSU	Hydrometridae	8
USNM	Hydrometridae	12
ASU	Hydrophilidae	1
FMNH	Hydrophilidae	2
iNaturalist	Hydrophilidae	1
KU	Hydrophilidae	1425
MCZ	Hydrophilidae	4
NAUF	Hydrophilidae	50
NMSU	Hydrophilidae	258
OMNH	Hydrophilidae	25
OSU	Hydrophilidae	70
TTU	Hydrophilidae	5
UAM	Hydrophilidae	286
UNM	Hydrophilidae	10
USNM	Hydrophilidae	5
EMEC	Hydropsychidae	18
FMNH	Hydropsychidae	7
INHS	Hydropsychidae	648
KU	Hydropsychidae	41
USNM	Hydropsychidae	16
FMNH	Hydroptilidae	1
INHS	Hydroptilidae	39
USNM	Hydroptilidae	36
TTU	Hymenolepididae	7
USNM	Hyperiidae	6
INHS	Hypogastruridae	29
USNM	Hystrichopsyllidae	13
EMEC	Ichneumonidae	64
FMNH	Ichneumonidae	57
iNaturalist	Ichneumonidae	12
INHS	Ichneumonidae	71
MSU	Ichneumonidae	261
NMSU	Ichneumonidae	3
OSU	Ichneumonidae	20
USNM	Ichneumonidae	15
MCZ	Ideoroncidae	7
USNM	Idoteidae	20
iNaturalist	Inachidae	1
MCZ	Inocelliidae	1
EMEC	Insertae sedis	7
USNM	Isaeidae	1
MSU	Ischnopsyllidae	6
USNM	Ischyroceridae	5
INHS	Isotomidae	68
USNM	Isotomidae	1
ANSP	Issidae	1
OSU	Issidae	7
TAMU	Issidae	354
UCR	Issidae	15
UDCC	Issidae	10
USNM	Issidae	6
DMNS	Iuridae	6
FMNH	Iuridae	1
MCZ	Iuridae	12
EMEC	Ixodidae	13
iNaturalist	Ixodidae	20
INHS	Ixodidae	15
MCZ	Ixodidae	3
USNM	Janiridae	2
EMEC	Japygidae	4
MCZ	Japygidae	8
USNM	Joeropsididae	2
MCZ	Julidae	1
UA	Kalotermitidae	69
USNM	Kalotermitidae	2
KU	Kateretidae	3
CSCA	Kermesidae	2
USNM	Kerriidae	3
TAMU	Kinnaridae	26
UCR	Kinnaridae	3
USNM	Kinnaridae	1
iNaturalist	Labiduridae	1
UNM	Labiduridae	9
UNM	Labiidae	2
USNM	Labiidae	3
MCZ	Laelaptidae	2
EMEC	Laemophloeidae	83
KU	Laemophloeidae	13
MCZ	Lagriidae	2
USNM	Laminosioptidae	1
USNM	Lamippidae	1
iNaturalist	Lampyridae	10
KU	Lampyridae	149
MCZ	Lampyridae	1
NMSU	Lampyridae	4
OSU	Lampyridae	72
TTU	Lampyridae	8
USNM	Lanceolidae	8
KU	Languriidae	47
TTU	Languriidae	14
USNM	Languriidae	1
UTC	Languriidae	2
USNM	Laomediidae	5
AMNH	Largidae	199
iNaturalist	Largidae	30
NMSU	Largidae	6
UCR	Largidae	37
USNM	Largidae	3
FMNH	Lasiocampidae	5
iNaturalist	Lasiocampidae	1
MSU	Lasiocampidae	4
USNM	Lasiocampidae	26
YPM	Lasiocampidae	2
AMNH	Lasiochilidae	1
KU	Latridiidae	135
UNM	Lauxaniidae	1
USNM	Lauxaniidae	4
CSCA	Lecanodiaspididae	1
USNM	Lecanodiaspididae	1
USNM	Leguminocythereididae	1
KU	Leiodidae	1121
MCZ	Leiodidae	29
OSU	Leiodidae	10
TTU	Leiodidae	7
EMEC	Leoididae	1
iNaturalist	Lepadidae	1
USNM	Lepadidae	15
USNM	Lepidomysidae	12
UMNH	Lepidoptera	2
EMEC	Lepidostomatidae	1
INHS	Lepidostomatidae	67
KU	Lepidostomatidae	1
USNM	Lepidostomatidae	2
iNaturalist	Lepismatidae	7
UNM	Lepismatidae	1
USNM	Leptanthuridae	2
MCZ	Leptestheriidae	1
USNM	Leptestheriidae	4
USNM	Lepthanthuridae	1
EMEC	Leptoceridae	2
FMNH	Leptoceridae	2
INHS	Leptoceridae	254
KU	Leptoceridae	60
USNM	Leptoceridae	7
USNM	Leptocheliidae	4
INHS	Leptohyphidae	1
PU	Leptohyphidae	6
MCZ	Leptonetidae	4
EMEC	Leptophlebiidae	8
INHS	Leptophlebiidae	1
PU	Leptophlebiidae	8
USNM	Leptophlebiidae	3
USNM	Lernaeopodidae	4
USNM	Lernanthropidae	13
CAS	Lestidae	26
EMEC	Lestidae	55
FMNH	Lestidae	3
iNaturalist	Lestidae	58
USNM	Lestidae	153
YPM	Lestidae	14
USNM	Lestrigonidae	5
MCZ	Leucosiidae	4
USNM	Leucosiidae	14
KU	Leucospidae	1
MSU	Leucospidae	5
USNM	Leucothoidae	2
CAS	Libellulidae	219
EMEC	Libellulidae	385
FMNH	Libellulidae	8
iNaturalist	Libellulidae	1342
INHS	Libellulidae	18
KU	Libellulidae	1
SBMNH	Libellulidae	4
SDNHM	Libellulidae	3
TTU	Libellulidae	5
UCBME	Libellulidae	39
UCRC	Libellulidae	1
UMNH	Libellulidae	1
USNM	Libellulidae	1400
YPM	Libellulidae	96
UMNH	Libytheidae	2
USNM	Lichomolgidae	3
iNaturalist	Ligiidae	2
MCZ	Ligiidae	1
USNM	Ligiidae	21
USNM	Liljeborgiidae	6
FMNH	Limacodidae	3
iNaturalist	Limacodidae	8
MSU	Limacodidae	3
USNM	Limacodidae	7
USNM	Limnadiidae	9
EMEC	Limnephilidae	1
INHS	Limnephilidae	19
USNM	Limnephilidae	3
EMEC	Limnichidae	2
FMNH	Limnichidae	7
KU	Limnichidae	14
OMNH	Limnichidae	67
USNM	Limnichidae	5
USNM	Limnoriidae	3
USNM	Limoniidae	189
iNaturalist	Limulidae	20
MCZ	Linotaeniidae	1
DMNS	Linyphiidae	4
FMNH	Linyphiidae	164
IBUNAM	Linyphiidae	14
iNaturalist	Linyphiidae	9
MCZ	Linyphiidae	147
SMF	Linyphiidae	1
UNM	Linyphiidae	17
FMNH	Liocranidae	6
MCZ	Liocranidae	4
UNM	Liocranidae	1
FMNH	Lithobiidae	1
MCZ	Lithobiidae	1
UNM	Lithobiidae	28
USNM	Lithobiidae	5
UNM	Lithobiomorpha	1
MCZ	Lithodidae	1
USNM	Lithodidae	9
iNaturalist	Liturgusidae	1
EMEC	Liviidae	9
USNM	Lonchaeidae	1
USNM	Longipediidae	5
USNM	Lophogastridae	10
UHIM	Loreidae	1
OMNH	Lottiidae	2
USNM	Loxoconchidae	1
USNM	Lubbockiidae	4
TAMU	Lucanidae	2
USNM	Lucicutiidae	2
USNM	Luciferidae	1
MCZ	Lutjanidae	1
OMNH	Lutrochidae	52
USNM	Lycaeidae	6
DMNS	Lycaenidae	1
FMNH	Lycaenidae	55
iNaturalist	Lycaenidae	820
INHS	Lycaenidae	2
MCZ	Lycaenidae	179
MOD_DMNS	Lycaenidae	1
MPM	Lycaenidae	2
MSU	Lycaenidae	39
NMSU	Lycaenidae	1
UMNH	Lycaenidae	46
UNM	Lycaenidae	14
USNM	Lycaenidae	27
VPI	Lycaenidae	6
YPM	Lycaenidae	276
ASU	Lycidae	2
CLEV	Lycidae	24
iNaturalist	Lycidae	40
KU	Lycidae	47
NMSU	Lycidae	9
OSU	Lycidae	13
DMNS	Lycosidae	39
FMNH	Lycosidae	24
IBUNAM	Lycosidae	19
iNaturalist	Lycosidae	58
MCZ	Lycosidae	49
NMSU	Lycosidae	2
UNM	Lycosidae	43
MCZ	Lyctidae	1
AMNH	Lygaeidae	1121
CMNH	Lygaeidae	21
iNaturalist	Lygaeidae	78
NCSU	Lygaeidae	13
NMSU	Lygaeidae	9
OSAC	Lygaeidae	254
OSU	Lygaeidae	3
TAMU	Lygaeidae	1867
UCR	Lygaeidae	224
UHIM	Lygaeidae	1
UMNH	Lygaeidae	6
USNM	Lygaeidae	27
FMNH	Lymantriidae	1
USNM	Lymantriidae	3
TTU	Lymexylonidae	1
USNM	Lynceidae	8
NULL	Lyonetiidae	34
USNM	Lysianassidae	15
MCZ	Lysiosquillidae	4
USNM	Lysiosquillidae	6
MCZ	Macrochelidae	2
USNM	Macrochironidae	1
USNM	Macrocyprididae	3
USNM	Macromiidae	2
OMNH	Mactridae	1
USNM	Maeridae	10
MCZ	Majidae	28
USNM	Majidae	112
CAS	Mantidae	1
CLEV	Mantidae	10
FMNH	Mantidae	13
iNaturalist	Mantidae	55
TAMU	Mantidae	15
UMNH	Mantidae	1
UNM	Mantidae	7
USNM	Mantidae	1
EMEC	Mantispidae	102
FMNH	Mantispidae	2
iNaturalist	Mantispidae	7
KU	Mantispidae	1
OSU	Mantispidae	1
USNM	Mantispidae	2
CLEV	Mantoididae	4
iNaturalist	Mantoididae	5
CSCA	Margarodidae	1
USNM	Margarodidae	10
MCZ	Mecistocephalidae	1
AMNH	Megachilidae	485
ASU	Megachilidae	53
BISON	Megachilidae	2
EMEC	Megachilidae	53
FMNH	Megachilidae	3
INHS	Megachilidae	466
KU	Megachilidae	3840
MSU	Megachilidae	21
OSU	Megachilidae	6
RUAC	Megachilidae	11
TAMU	Megachilidae	52
UCD	Megachilidae	18
UNM	Megachilidae	94
USNM	Megachilidae	52
YPM	Megachilidae	1
MSU	Megagopygidae	1
KU	Megalopodidae	3
FMNH	Megalopygidae	3
iNaturalist	Megalopygidae	11
MSU	Megalopygidae	3
EMEC	Megapodagrionidae	13
USNM	Megapodagrionidae	225
OSU	Megaspilidae	1
KU	Melandryidae	59
OSU	Melandryidae	1
TAMU	Melandryidae	92
TTU	Melandryidae	8
USNM	Melitidae	50
AMNH	Melittidae	208
CUIC	Melittidae	2
INHS	Melittidae	53
KU	Melittidae	164
TAMU	Melittidae	9
UNM	Melittidae	7
TTU	Mellitidae	2
ASU	Meloidae	243
BYU	Meloidae	9
EMEC	Meloidae	2
iNaturalist	Meloidae	37
KU	Meloidae	8
MCZ	Meloidae	34
NAUF	Meloidae	77
NMSU	Meloidae	165
OSU	Meloidae	52
TAMU	Meloidae	816
TTU	Meloidae	128
UNM	Meloidae	155
USNM	Meloidae	5
TTU	Melolonthidae	1
OMNH	Melongenidae	3
ASU	Melyridae	3
iNaturalist	Melyridae	1
KU	Melyridae	58
MCZ	Melyridae	2
NMSU	Melyridae	7
OSU	Melyridae	18
TTU	Melyridae	1
UNM	Melyridae	1
USNM	Melyridae	6
AMNH	Membracidae	1173
ANSP	Membracidae	3
BYU	Membracidae	102
CMNH	Membracidae	46
CSUC	Membracidae	73
EMEC	Membracidae	143
FSCA	Membracidae	2
iNaturalist	Membracidae	46
NCSU	Membracidae	280
NMSU	Membracidae	2
OSAC	Membracidae	51
OSU	Membracidae	137
TAMU	Membracidae	2489
UAZ	Membracidae	10
UCR	Membracidae	115
UDCC	Membracidae	26
USNM	Membracidae	24
iNaturalist	Menippidae	1
NMSU	Menippidae	1
USNM	Menippidae	1
EMEC	Menoponidae	9
FMNH	Menoponidae	1
USNM	Menoponidae	11
MCZ	Menthidae	4
AMNH	Mesoveliidae	12
FMNH	Messicobolidae	3
INHS	Messicobolidae	3
USNM	Messicobolidae	4
USNM	Metidae	1
USNM	Metridinidae	16
USNM	Microcerberidae	1
USNM	Microdispidae	1
KU	Micronectidae	2246
FMNH	Micropezidae	1
USNM	Micropezidae	3
USNM	Microphasmidae	1
EMEC	Milichiidae	1
USNM	Mimallonidae	9
DMNS	Mimetidae	1
FMNH	Mimetidae	4
IBUNAM	Mimetidae	1
MCZ	Mimetidae	33
UNM	Mimetidae	5
USNM	Miraciidae	1
AM	Miridae	6
AMNH	Miridae	5388
ANSP	Miridae	10
BMNH	Miridae	21
CAS	Miridae	1236
CNC	Miridae	3920
CSCA	Miridae	5
CSUC	Miridae	9
CUIC	Miridae	23
EMEC	Miridae	5
FSCA	Miridae	1
IBUNAM	Miridae	77
iNaturalist	Miridae	8
JTP	Miridae	227
KU	Miridae	830
LACM	Miridae	3
MEMU	Miridae	5
MNHN	Miridae	11
MNRJ	Miridae	5
MZH	Miridae	1
NCSU	Miridae	33
NMSU	Miridae	7
OSAC	Miridae	320
SDNH	Miridae	26
TAMU	Miridae	45408
UAZ	Miridae	7
UCB	Miridae	560
UCD	Miridae	62
UCR	Miridae	350
UHIM	Miridae	125
UMMC	Miridae	20
UMNH	Miridae	1
USDA	Miridae	3
USNM	Miridae	1336
USU	Miridae	173
WFBM	Miridae	8
