scientificName	unique_geo
Castianeira  	1
Castiantiera dorsata	1
Castilia eranites Hewitson, 1857	2
Castilia griseobasalis RÃ¶ber, 1914	2
Castilia myia	1
Castilia myia Hewitson, 1864	17
Castilia ofella Hewitson, 1864	5
castrensis	1
Castrica phalaenoides Drury, 1773	4
Catabena lineolata	2
Catabena lineolata Walker	1
Catabena lineolata Walker, 1865	3
Catabena sagittata	1
Catabena terminellus (Grote)	8
Catabena vitrina (Walker)	1
Catabenoides	1
Catabenoides terminellus	3
Catabenoides vitrina	1
Catabrithorax Chamberlin, 1920	1
Catacola aholibah (Strecker)	1
Catadelphus atrox	1
Catagramma anna Guenée	1
Catagramma goeringi Druce	1
Catagramma guerini Felder	1
Catagramma lyca Doubleday & Hewitson	1
catalaunalis	1
Cataleptodius floridanus (Gibbes, 1850)	24
Cataleptodius Guinot, 1968	2
Cataleptodius occidentalis (Stimpson, 1871)	15
catalina	1
catalinae	1
Catamergus fulvae (Oestlund, 1887)	1
Catamergus kickapoo (Hottes & Frison, 1931)	2
Catamergus Oestlund, 1923	1
Catapagurus sharreri A. Milne-Edwards, 1880	1
Catapastus conspersus	1
Cataractocoris marginiventris	1
Catastega aceriella	1
Catastega aceriella Clemens, 1861	4
Catastega timidella	1
Catastenus femoralis	1
Catastenus femoralis F??rster, 1871	1
Catasticta flisa (Herrich-SchÃ¤ffer, [1858])	1
Catasticta nimbice	1
Catasticta nimbice (Boisduval, 1836)	9
Catasticta teutila	1
Catatropis	1
Catenotaenia	2
catenula	2
Catharosia Rondani, 1868	2
Cathartosilvanus imbellis	12
Cathartosilvanus imbellis (LeConte, 1854)	1
Cathartosilvanus trivialis (Grouvelle, 1878)	1
catherinae	1
Cathormiocerus aristatus (Gyllenhal, 1827)	1
Catia Godman, 1900	1
Catinathrips vaccinicolus Nakahara, 1992	1
Catocala	1
Catocala abbreviatella	1
Catocala abbreviatella Grote, 1872	1
Catocala agrippina	1
Catocala aholibah	1
Catocala aholibah f._coloradensis	1
Catocala aholibah Strecker, 1874	2
Catocala alabamae Grote, 1875	1
Catocala amasia Abbot & J. E. Smith	1
Catocala amatrix	2
Catocala amatrix form_ selecta	1
Catocala amatrix HÃ¼bner, 1813	3
Catocala amatrix Hübner, 1809	1
Catocala amestris	1
Catocala amica	1
Catocala amica HÃ¼bner, 1818	5
Catocala amica suffusa Beutenmüller	1
Catocala andromache	1
Catocala andromedae	1
Catocala andromedae GuenÃ©e	2
Catocala androphila Guenée	1
Catocala angusi	1
Catocala angusi var._ lucetta	1
Catocala angusii Grote	1
Catocala antinympha	1
Catocala antinympha (Hübner, 1823)	1
Catocala arizonae Grote, 1873	1
Catocala atocala	1
Catocala augusta Edwards	1
Catocala badia badia	1
Catocala badia coelebs	1
Catocala badia Grote & Robinson, 1866	1
Catocala blandula	1
Catocala blandula Hulst, 1884	3
Catocala blandula manitobensis	1
Catocala briseis	1
Catocala briseis Edwards, 1864	1
Catocala briseis W.H. Edwards, 1864	5
Catocala caesia	1
Catocala californica	1
Catocala californica Edwards, 1854	1
Catocala californiensis	1
Catocala cara	1
Catocala cara GuenÃ©e, 1852	1
Catocala cara Guenée, 1852	1
Catocala carissima	1
Catocala cerogama	1
Catocala cerogama form_bunkeri	1
Catocala cerogama form_ruperti	1
Catocala cerogama GuenÃ©e, 1852	5
Catocala cerogama Guenée, 1852	1
Catocala chelidonia	1
Catocala chelidonia Edwards, 1881	1
Catocala clintonii	1
Catocala clintonii Grote, 1864	1
Catocala coccinata	1
Catocala coccinata Grote, 1872	5
Catocala coelebes Grote	1
Catocala concumbens	1
Catocala concumbens Walker, 1857	4
Catocala concumbens Walker, 1858	1
Catocala connubialis	1
Catocala connubialis form_cordelia	1
Catocala connubialis form_pulverlenta	1
Catocala connubialis GuenÃ©e, 1852	2
Catocala consors	1
Catocala consors (Abbot & J. E. Smith, 1797)	1
Catocala crataegi	1
Catocala crataegi Saunders, 1876	2
Catocala dejecta	1
Catocala dejecta Strecker, 1880	1
Catocala delilah	1
Catocala delilah desmedona	1
Catocala delilah Strecker	2
Catocala desperata Guenée	1
Catocala dulciola	1
Catocala epione	1
Catocala epione (Drury, 1773)	1
Catocala euphemia	1
Catocala faustina	1
Catocala faustina Strecker, 1873	1
Catocala flebilis	1
Catocala flebilis Grote, 1872	1
Catocala formula Grote & Robinson	1
Catocala francesca Edwards	1
Catocala fratercula Grote & Robinson	1
Catocala frederici	1
Catocala frederici Grote	3
Catocala fredericii Grote	1
Catocala gracilis	1
Catocala gracilis Edwards, 1864	1
Catocala gracilis W.H. Edwards, 1864	3
Catocala grisatra (Brower, 1936)	1
Catocala grotiana	1
Catocala grotiana Bailey	1
Catocala grotiana Bailey, 1879	2
Catocala grynea	1
Catocala grynea Cramer, 1782	3
Catocala gyrnea Walker	1
Catocala habilis	1
Catocala habilis Grote, 1872	1
Catocala helena Pilate	1
Catocala hermia	1
Catocala hermia H. Edwards, 1880	1
Catocala hermia Hv. Edwards	1
Catocala hermia verecunda	1
Catocala herodias	1
Catocala herodias gerhardi	1
Catocala ilia	2
Catocala ilia (Cramer)	1
Catocala ilia (Cramer, 1776)	1
Catocala ilia Cramer, 1779	2
Catocala ilia form_conspicua	1
Catocala ilia form_santanas	1
Catocala ilia ilia	1
Catocala ilia zoe	1
Catocala illecta	1
Catocala illecta Walker, 1857	2
Catocala innocens Spuler, 1907	3
Catocala innubens	1
Catocala innubens form_scintillans	1
Catocala innubens Guenée, 1852	1
Catocala insolabilis	1
Catocala insolabilis Guenée, 1852	1
Catocala irene	1
Catocala irene Behr, 1870	1
Catocala jair	1
Catocala judith	1
Catocala junctura	1
Catocala junctura Walker	1
Catocala lachrymosa Guenée	1
Catocala lacrymosa	1
Catocala lineela Grote	1
Catocala lineella	1
Catocala louiseae	1
Catocala luciana	1
Catocala luciana Edwards, 1874	1
Catocala lydia BeutenmÃ¼ller, 1907	4
Catocala maestosa	1
Catocala mariana Edwards	1
Catocala marmarata Edwards	1
Catocala marmorata	1
Catocala marmorata W.H. Edwards, 1864	1
Catocala meskei	1
Catocala meskei Grote, 1873	2
Catocala messalina	1
Catocala micronympha	1
Catocala micronympha form_gisela	1
Catocala micronympha form_timandra	1
Catocala micronympha GuenÃ©e, 1852	2
Catocala minuta	1
Catocala minuta Edwards, 1864	1
Catocala minuta form_parvula	1
Catocala mira	1
Catocala mira Grote, 1876	1
Catocala miranda	1
Catocala muliercula	1
Catocala muliercula Guenée, 1852	1
Catocala nebraskae Dodge	1
Catocala nebulosa	1
Catocala nebulosa Edwards	1
Catocala nebulosa Edwards, 1864	1
Catocala neogama	1
Catocala neogama (Abbot & J. E. Smith, 1797)	1
Catocala neogama (Smith)	1
Catocala nivea Butler, 1877	1
Catocala nr._alabamae	1
Catocala nsp._nr_lineella	1
Catocala nuptialis	1
Catocala obscura	1
Catocala obscura Strecker, 1873	1
Catocala olivia Edwards, 1880	1
Catocala ophelia	1
Catocala ophelia Edwards	1
Catocala pacta (Linnaeus, 1758)	1
Catocala palaeogama	1
Catocala palaeogama form_denussa	1
Catocala palaeogama Guenée, 1852	1
Catocala palaeogama var._phalanga	1
Catocala parta	1
Catocala parta Guenée, 1852	1
Catocala piatrix	1
Catocala piatrix Grote, 1864	1
Catocala polygama Guenée	1
Catocala praeclara	1
Catocala praeclara Grote & Robinson, 1866	2
Catocala pretiosa	2
Catocala pura Hulst, 1880	1
Catocala rejecta de Waldheim, 1820	2
Catocala relicta	1
Catocala relicta form_phrynia	1
Catocala relicta Guenée, 1858	1
Catocala relicta Walker, 1857	5
Catocala residua	1
Catocala retecta	1
Catocala retecta Grote, 1872	1
Catocala retecta luctuosa	1
Catocala robinsonii	1
Catocala robinsonii form_missouriensis	1
Catocala robinsonii Grote	1
Catocala sappho	1
Catocala Schrank, 1802	6
Catocala semirelicta	1
Catocala semirelicta Grote, 1874	2
Catocala serena	1
Catocala serena Edwards, 1864	1
Catocala similis	1
Catocala sordida	1
Catocala sordida Grote, 1877	4
Catocala sp.	8
Catocala stretchii	1
Catocala stretchii Behr, 1888	1
Catocala subnata	1
Catocala subnata Grote, 1864	1
Catocala texana	1
Catocala texarkana	1
Catocala titania	1
Catocala tristis Edwards	1
Catocala ultronia	2
Catocala ultronia (Hübner, 1823)	1
Catocala ultronia form_celia	1
Catocala ultronia form_lucinda	1
Catocala ultronia HÃ¼bner, 1818	2
Catocala umbrosa	2
Catocala umbrosa Worthington, 1883	1
Catocala unijuga	1
Catocala unijuga (Cramer, 1776)	1
Catocala unijuga form_agatha	1
Catocala unijuga Walker, 1857	4
Catocala var. parvula Edwards	1
Catocala var. phalanga Grote	1
Catocala var. scintillans Grote & Robinson	1
Catocala var. similis Edwards	1
Catocala var. virgilia Edwards	1
Catocala verrilliana	1
Catocala verrilliana ab._votiva	1
Catocala verrilliana Grote	1
Catocala verrilliana Harvey, 1875	1
Catocala vidua	1
Catocala viduata Guenée	1
Catocala violenta	1
Catocala violenta Edwards	1
Catocala violenta Edwards, 1880	1
Catocala walshii Edwards	1
Catocala whitneyi	1
Catocala whitneyi Dodge, 1874	1
Catocha Haliday, 1833	1
Catogenus rufus	23
Catogenus rufus (Fabricius, 1798)	1
Catolaccus aeneoviridis	1
Catolaccus hunteri	1
Catolaccus spp.	1
Catonephele HÃ¼bner, 1819	18
Catonephele numilia Cramer, 1779	21
Catonephele numilia esite	1
Catonephele nyctimus	1
Catonia carolina	1
Catonia cinctifrons	1
Catonia Uhler, 1895	4
Catopocerus Motschoulsky, 1869	1
Catops alpinus Gyllenhal, 1827	1
Catops alsiosus (Horn, 1885)	1
Catops americanus	1
Catops americanus Hatch, 1928	1
Catops basilaris	1
Catops basilaris Say, 1823	1
Catops egenus (Horn, 1880)	1
Catops femoralis Thomson, 1862	1
Catops gratiosus (Blanchard, 1915)	1
Catops luridipennis	5
Catops mathersi Hatch, 1957	1
Catops morio (Fabricius, 1787)	1
Catops paramericanus Peck & Cook, 2002	4
Catops Paykull, 1798	1
Catops simplex	1
Catops simplex Say, 1825	1
Catopsilia pomona (Fabricius, 1775)	1
Catoptria latiradiella	1
Catoptria latiradiellus Walker, 1863	11
Catoptria oregonicus Grote	6
Catorhintha guttula (Fabricius)	1
Catorhintha selector Stal	1
Catorhintha selector StÃ¥l, 1860	1
Cauchas Zeller, 1839	3
Caudatella heterocaudata (McDunnough, 1929)	1
Caudatella heterocaudata subsp. heterocaudata	1
Caudatella hystrix	1
Caudatella hystrix (Traver, 1934)	2
Caudellia nigrella Hulst, 1890	1
Caulocampus acericaulis	1
Caulophilus dubius (Horn, 1873)	1
Caulostoma occiduaria Packard	1
Caupolicana	3
Caupolicana (Caupolicana) electa	2
Caupolicana (Caupolicana) evansii	1
Caupolicana (Caupolicana) floridana	1
Caupolicana (Caupolicana) ocellata	3
Caupolicana (Caupolicana) yarrowi	12
Caupolicana (Zikanapis) clypeata	3
Caupolicana clypeata (Smith, 1879)	5
Caupolicana electa (Cresson, 1878)	1
Caupolicana elegans Timberlake, 1965	3
Caupolicana ocellata Michener, 1966	6
Caupolicana Spinola, 1851	1
Caupolicana yarrowi (Cresson, 1875)	14
Caupolicana yarrowii	1
cautella	1
cautella?	1
Cautethia grotei	1
Cautethia grotei Edwards, 1882	1
Cautethia noctuiformis (Walker, 1856)	1
Cautethia spuria	1
Cavariella (Cavariella) aegopodii (Scopoli, 1763)	2
Cavariella (Cavariella) digitata Hille Ris Lambers, 1969	2
Cavariella (Cavariella) hendersoni Knowlton & C.F. Smith, 1936	1
Cavariella (Cavariella) konoi Takahashi, R., 1939	2
Cavariella (Cavariella) pastinacae (Linnaeus, 1758)	7
Cavariella (Cavariella) theobaldi (Gillette & Bragg, 1918)	2
Cavariella Del Guercio, 1911	4
cavea	1
cavicollis	1
ceanothi	1
ceanothi?	1
ceanothiella	1
Cecidomyidae	1
Cecidomyiidae	143
Cecidomyiidi	1
Cecidostiba Thomson, 1878	4
Cecropterus Herrich-SchÃ¤ffer, 1869	1
Cedaria prolifica Walcott, 1924	1
Cedaria Walcott, 1924	1
Cediopsylla simplex (Baker)	1
Cedius (Cedius) spinosus LeConte, 1849	1
Cedius (Sinistrocedius) ziegleri LeConte, 1849	1
Cedius spinosus	3
Cedoaphis incognita Hottes & Frison, 1931	1
Cedoaphis Oestlund, 1923	1
Cedusa	1
Cedusa Fowler, 1904	2
Cedusa gedusa	1
Cedusa incisa (Metcalf, 1923)	2
Cedusa maculata	1
Cedusa obscura	1
Cedusa sp.	1
Cedusa vulgaris	1
Celaena reniformis	1
Celaenorrhinus eligius Stoll, 1782	1
Celaenorrhinus monartus	1
Celastrina	1
Celastrina argiolus (Linnaeus, 1758)	1
Celastrina argiolus subsp. pseudargiolus (Boisduval and Le Conte, 1835)	1
Celastrina echo	1
Celastrina echo (W. H. Edwards, 1864)	47
Celastrina echo subsp. cinerea (W. H. Edwards, 1883)	1
Celastrina ladon	1
Celastrina ladon (Cramer, [1780])	1037
Celastrina ladon cinerea	1
Celastrina lucia	1
Celastrina lucia (W. Kirby, 1837)	5
Celastrina neglecta	1
Celastrina neglecta (Edwards, 1862)	1
Celastrina neglecta (W. H. Edwards, 1862)	469
Celastrina nigra	1
Celastrina serotina Pavulaan and D. Wright, 2005	1
Celastrina spp.	1
Celastrina Tutt, 1906	19
Celatopesia concava (Stimpson, 1871)	4
Celatoria diabroticae	1
celegormella	1
celeris	1
Celina	5
Celina angustata	7
Celina angustata AubÃ©, 1838	1
Celina angustata-hubbelli/ intermediates	2
Celina contiger	3
Celina debilis	1
Celina grossula	2
Celina hubbelli	1
Celina imitatrix	4
Celina slossoni	3
Celiptera frustulum	1
Celiptera frustulum GuenÃ©e, 1852	2
Celiptera frustulum Guenée, 1852	1
Celithemis	2
Celithemis amanda	3
Celithemis amanda (Hagen, 1861)	1
Celithemis amanda Hagen, 1861	2
Celithemis bertha Williamson, 1922	1
Celithemis elisa	13
Celithemis elisa (Hagen, 1861)	1
Celithemis elisa Hagen, 1861	8
Celithemis eponina	39
Celithemis eponina (Drury)	1
Celithemis eponina (Drury, 1773)	1
Celithemis eponina Drury, 1773	5
Celithemis fasciata	4
Celithemis fasciata Kirby	1
Celithemis fasciata Kirby, 1889	4
Celithemis Hagen, 1861	2
Celithemis martha	1
Celithemis martha Williamson, 1922	4
Celithemis ornata	2
Celithemis ornata Rambur, 1842	3
Celithemis verna	1
Celithemis verna Pritchard, 1935	1
Celliforma Brown, 1934	1
Celotes limpia Burns, 1974	1
Celotes nessus	1
celsa	2
celsa fm. sierra	2
celtima	1
Celypha cespitana	1
Cemolobus ipomoeae	2
Cemolobus ipomoeae (Robertson, 1891)	5
Cempoplegini	1
Cenocoelius	7
Cenocoelius ashmeadii	1
Cenocoelius saperdae	1
Cenocoelius spp.	1
Cenocorixa	14
Cenocorixa andersoni	3
Cenocorixa bifida (Hungerford, 1926)	2
Cenocorixa bifida bifida	13
Cenocorixa blaisdelli	1
Cenocorixa dakotensis	12
Cenocorixa dakotensis (Hungerford, 1928)	5
Cenocorixa expleta	4
Cenocorixa expleta (Uhler, 1895)	2
Cenocorixa Hungerford, 1948	1
Cenocorixa kuiterti	2
Cenocorixa spp.	1
Cenocorixa utahensis	25
Cenocorixa utahensis (Hungerford, 1925)	3
Cenocorixa wileyae	23
Cenocorixa willeyae	1
Cenocroixa utahensis	1
Cenopis Zeller, 1875	6
Centeterus linearis	1
Centeterus quadriceps	1
Centeterus spp.	1
Centeterus tuberculifrons	1
Centistes ater (Nees, 1834)	3
Centistes laevis	1
Centistes spp.	1
Centistina longicornis	1
Centralaphthona BechynÃ© & BechynÃ©, 1960	9
centralis	3
Centrelus kerrensis Hoffman & Orcut, 1960	1
Centrinaspis penicilla (Herbst)	1
Centrinaspis picumna (Herbst)	2
Centrinaspis sp.	2
Centrinopus helvinus Casey, 1892	1
Centrioptera Mannerheim, 1843	1
Centris	107
Centris (Acritocentris) agameta	5
Centris (Acritocentris) albiceps	1
Centris (Acritocentris) ruthannae	1
Centris (Centris)	6
Centris (Centris) adani	1
Centris (Centris) aethyctera	5
Centris (Centris) decolorata	4
Centris (Centris) eiseni	6
Centris (Centris) errans	5
Centris (Centris) flaviforus	7
Centris (Centris) flavifrons	7
Centris (Centris) flavofasciata	2
Centris (Centris) inermis	16
Centris (Centris) meaculpa	1
Centris (Centris) poecila	4
Centris (Centris) segregata	10
Centris (Centris) smithii	1
Centris (Centris) versicolor	1
Centris (Exallocentris) anomala	2
Centris (Hemisiella)	10
Centris (Hemisiella) analis	7
Centris (Hemisiella) confinis	3
Centris (Hemisiella) lanipes	2
Centris (Hemisiella) nitida	31
Centris (Hemisiella) transversa	7
Centris (Hemisiella) trigonoides	8
Centris (Hemisiella) vittata	4
Centris (Heterocentris) bicornuta	1
Centris (Melacentris)	1
Centris (Melacentris) agilis	3
Centris (Melacentris) agiloides	1
Centris (Melacentris) bakerella	1
Centris (Melacentris) obsoleta	6
Centris (Melacentris) sericea	1
Centris (Paracentris) angustifrons	1
Centris (Paracentris) atripes	52
Centris (Paracentris) birkmannii	14
Centris (Paracentris) caesalpiniae	3
Centris (Paracentris) ceasalpiniae	18
Centris (Paracentris) cockerelli	26
Centris (Paracentris) ferrisi	1
Centris (Paracentris) griseola	1
Centris (Paracentris) hoffmanseggiae	24
Centris (Paracentris) lanosa	10
Centris (Paracentris) mexicana	11
Centris (Paracentris) nigrocaerulea	3
Centris (Paracentris) pallida	32
Centris (Paracentris) rhodoleuca	1
Centris (Paracentris) rhodomelas	1
Centris (Paracentris) rhodopus	39
Centris (Paracentris) tiburonensis	6
Centris (Paracentris) vanduzeei	1
Centris (Paracentris) zacateca	4
Centris (Penthemisia) californica	2
Centris (Trachina) dentata	1
Centris (Trachina) eurypatana	1
Centris (Trachina) fuscata	2
Centris (Trachina) labiata	1
Centris (Trachina) meaculpa	3
Centris (Trachina) xochipillii	4
Centris (Xanthemisia) lutea	3
Centris adani Cockerell, 1949	8
Centris aethyctera Snelling, 1974	6
Centris agameta Snelling, 1974	1
Centris agilis	1
Centris agilis Smith, 1874	1
Centris albiceps Friese, 1899	2
Centris analis (Fabricius, 1804)	23
Centris anomala Snelling, 1966	6
Centris aterrima Smith, 1854	4
Centris atripes MocsÃ¡ry, 1899	83
Centris caesalpinae	1
Centris caesalpiniae	3
Centris caesalpiniae Cockerell, 1897	17
Centris cockerelli Fox, 1899	90
Centris decolorata Lepeletier, 1841	2
Centris dentata Smith, 1854	3
Centris eisenii	1
Centris eisenii Fox, 1893	22
Centris errans Fox, 1899	3
Centris eurypatana Snelling, 1984	3
Centris Fabricius, 1804	11
Centris festiva Smith, 1854	1
Centris flavofasciata Friese, 1900	20
Centris fuscata Lepeletier, 1841	15
Centris hoffmanseggiae Cockerell	1
Centris hoffmanseggiae Cockerell, 1897	36
Centris inermis Friese, 1899	30
Centris labiata Friese, 1904	5
Centris lanosa Cresson, 1872	12
Centris lutea Friese, 1899	1
Centris meaculpa Snelling, 1984	1
Centris mexicana Smith, 1854	18
Centris nigrocaerulea Smith, 1874	17
Centris nitida Smith, 1874	41
Centris pallida Fox	1
Centris pallida Fox, 1899	70
Centris rhodopus Cockerell, 1897	137
Centris sp.	7
Centris spp.	1
Centris transversa PÃ©rez, 1905	27
Centris trigonoides Lepeletier, 1841	32
Centris vidua MocsÃ¡ry, 1899	1
Centris vittata Lepeletier, 1841	1
Centris xochipillii Snelling, 1984	2
Centris zacateca Snelling, 1966	6
Centrocorisa nigripennis	2
Centrodera decolorata	1
Centrodera decolorata (Harris, 1838)	1
Centrodera nevadica LeConte, 1873	1
Centrodera spurca (LeConte, 1857)	1
Centrodera sublineata	1
Centrodera sublineata LeConte, 1862	1
Centrodora F??rster, 1878	1
Centrodora FÃ¶rster, 1878	1
Centromacronema auripenne	2
Centromedon pumilus (Lilljeborg, 1865)	2
Centromerus cornupalpis (O. P.-Cambridge, 1875)	14
Centromerus cornupalpis (Pickard-Cambridge, 1875)	16
Centromerus denticulatus (Emerton, 1909)	1
Centromerus furcatus (Emerton, 1882)	1
Centromerus latidens (Emerton, 1882)	25
Centromerus longibulbus	1
Centromerus longibulbus (Emerton, 1882)	5
Centromerus persolutus (O. P.-Cambridge, 1875)	13
Centromerus persolutus (Pickard-Cambridge, 1875)	4
Centromerus sp	2
Centromerus sylvaticus (Blackwall, 1841)	21
Centromerus tennapex (Barrows, 1940)	4
Centronopus calcaratus (Fabricius, 1798)	1
Centronopus Solier, 1848	1
Centropages abdominalis Sato, 1913	141
Centropages bradyi Wheeler, 1900	1
Centropages hamatus (Lilljeborg, 1853)	7
Centropages KrÃ¸yer, 1849	4
Centropages typicus KrÃ¸yer, 1849	8
Centroptilum	15
Centroptilum album	2
Centroptilum album McDunnough, 1926	9
Centroptilum bellum McDunnough, 1924	3
Centroptilum bifurcatum McDunnough, 1924	5
Centroptilum conturbatum McDunnough, 1929	4
Centroptilum convexum Ide, 1930	1
Centroptilum Eaton, 1869	51
Centroptilum fragile McDunnough, 1923	1
Centroptilum intermediale McDunnough, 1931	2
Centroptilum minor (McDunnough, 1926)	4
Centroptilum ozburni McDunnough, 1924	1
Centroptilum rufostrigatum McDunnough, 1924	1
Centroptilum semirufum McDunnough, 1926	4
Centroptilum simile McDunnough, 1924	1
Centroptilum triangulifer (McDunnough, 1931)	5
Centroptilum venosum Traver, 1935	1
Centroptilum victoriae McDunnough, 1938	8
Centrorhynchus	4
centrostrigaria	2
centrostrigaria?	1
Centruroides elegans (Thorell, 1876)	1
Centruroides exilicauda (Wood)	5
Centruroides exilicauda (Wood, 1863)	1
Centruroides gracilis (Latreille)	1
Centruroides gracilis (Latreille, 1804)	1
Centruroides griseus (Koch, 1844)	1
Centruroides guanensis Franganillo B., 1930	1
Centruroides hentzi (Banks)	2
Centruroides hentzi (Banks, 1900)	2
Centruroides infamatus (Koch, 1844)	2
Centruroides limpidus limpidus (Karsch, 1879)	1
Centruroides margaritatus (Gervais, 1841)	1
Centruroides Marx, 1890	3
Centruroides nitidus (Thorell, 1876)	1
Centruroides ochraceus (Pocock, 1898)	1
Centruroides sculpturatus (Wood, 1863)	3
Centruroides sculpturatus Ewing	1
Centruroides sculpturatus Ewing, 1928	1
Centruroides thorelli (Kraepelin, 1891)	1
Centruroides vittatus (Say)	13
Centruroides vittatus (Say, 1821)	71
Centruroides vittatus (Say, 1863)	6
Centuriatus auromicans	1
Centuriatus auromicans (Kiesenwetter, 1851)	1
Centuriatus compactus (Fall, 1937)	1
Ceophyllus monilis	1
Ceophyllus monilis LeConte, 1849	1
Cepegillettea betulaefoliae Granovsky, 1928	1
Cepegillettea Granovsky, 1928	2
Cepegillettea myricae (Patch, 1923)	2
Cephalcia Panzer, 1803	6
Cephalia Meigen, 1826	1
cephalica	2
Cephalocarida	1
Cephalochrysa nigricornis	1
Cephalocyclus durangoensis (Bates, 1887)	6
Cephalocyclus fuliginosus (Harold, 1863)	21
Cephalocyclus gravidus (Harold, 1863)	7
Cephalocyclus hogei (Bates, 1887)	14
Cephalocyclus mexicanus (Harold, 1862)	34
Cephalocyclus stebnickae	1
Cephalocyclus stebnickae Deloya & Ibanez-bernal, 2000	3
Cephalocyclus villosipes (Harold, 1862)	5
Cephaloidae	1
Cephaloleia ruficollis Baly, 1858	11
Cephaloleia tenella Baly, 1885	2
Cephaloleiini	2
Cephalonomia sp.	1
Cephalonomia Westwood, 1833	2
cephalonthiella	1
Cephaloon bicolor Horn, 1896	1
Cephaloon lepturides Newman, 1838	1
Cephaloon Newman, 1838	3
Cephaloon tenuicorne LeConte, 1874	11
Cephaloon ungulare LeConte, 1874	2
Cephalophanes Sars G.O., 1907	1
Cephalops hardyi De Meyer, 1990	2
Cephalops mainensis Cresson, 1911	2
Cephalops pallidivittipes De Meyer, 1990	3
Cephalops Rafinesque, 1815	20
Cephalops varius Cresson, 1911	1
Cephaloscymnus zimmermanni australis	6
Cephaloscymnus zimmermanni zimmermanni	1
Cephalosphaera appendiculatus (Cresson, 1911)	2
Cephalosphaera biscaynei	1
Cephalosphaera brevis	1
Cephalosphaera brevis (Cresson, 1911)	4
Cephalosphaera Enderlein, 1936	4
cephalotes (indet)	4
cephalotes angustus	1
cephalotes atratus	1
cephalotes basalis	3
Cephalotes biguttatus	3
cephalotes bimaculatus	1
cephalotes cristatus	17
Cephalotes cristatus (Emery, 1890)	1
cephalotes goniodontus	1
cephalotes hirsutus	1
Cephalotes insularis	2
cephalotes kukulcan	1
Cephalotes Latreille, 1802	6
cephalotes maculatus	4
Cephalotes maculatus (Smith, 1876)	1
cephalotes minutus	25
Cephalotes minutus Fabricius, 1804	3
cephalotes multispinosus	1
cephalotes mx01	1
cephalotes mx02	1
cephalotes notatus	1
cephalotes pallens	2
cephalotes pallidicephalus	1
cephalotes poe-b	1
cephalotes porrasi	4
cephalotes rohweri	4
cephalotes scutulatus	11
Cephalotes scutulatus (Smith, 1867)	8
Cephalotes sp.	1
cephalotes texanus	6
Cephalotes texanus (Santschi, 1915)	8
cephalotes umbraculatus	3
cephalotes unimaculatus	1
cephalotes varians	1
Cephalotes varians (Smith, 1876)	24
cephalotes wheeleri	2
Cephalothrips monilicornis (Reuter, 1880)	1
Cephalotrigona	3
Cephalotrigona eburneiventer	7
Cephalotrigona eburneiventer (Schwarz, 1948)	10
Cephalotrigona oaxacana	1
Cephalotrigona zexmeniae	6
Cephalotrigona zexmeniae (Cockerell, 1912)	22
Cephazteca	3
Cephazteca chiapasana	1
Cephenemyia Latreille, 1818	1
Cephenemyia phobifer	1
Cephenniini	5
Cephenomyia Agassiz, 1846	2
Cepheuptychia glaucina Bates, 1865	8
Cepheus Nicolet, 1855	3
Cephidae	3
Cephus cinctus	1
Cephus cinctus Norton	4
Cephus pygmaeus	1
Cephus pygmaeus L.	1
Cephus pygmeus (Linnaeus, 1767)	1
Cephus sp.	1
Cepphis armataria	1
Cepphis decoloraria	1
Cepphis decoloraria (Hulst, 1886)	1
Cepphis HÃ¼bner, 1823	3
cera	1
Ceracia dentata	1
Ceracia majorina (Wulp, 1891)	1
Ceracis californicus	1
Ceracis californicus (Casey, 1884)	1
Ceracis minutus	1
Ceracis sallei	1
Ceracis thoracicornis	1
Ceracis thoracicornis (Ziegler, 1845)	1
Ceraclea	20
Ceraclea (Athripsodina) alagma (Ross, 1938)	16
Ceraclea (Athripsodina) ancylus (Vorhies, 1909)	11
Ceraclea (Athripsodina) annulicornis (Stephens, 1836)	15
Ceraclea (Athripsodina) arielles (Denning, 1942)	4
Ceraclea (Athripsodina) diluta (Hagen, 1861)	17
Ceraclea (Athripsodina) excisa (Morton, 1904)	9
Ceraclea (Athripsodina) flava (Banks, 1904)	11
Ceraclea (Athripsodina) nepha (Ross, 1944)	2
Ceraclea (Athripsodina) ruthae (Flint, 1965)	5
Ceraclea (Athripsodina) tarsipunctata (Vorhies, 1909)	16
Ceraclea (Athripsodina) wetzeli (Ross, 1941)	2
Ceraclea (Ceraclea) albosticta (Hagen, 1861)	4
Ceraclea (Ceraclea) alces (Ross, 1941)	3
Ceraclea (Ceraclea) cancellata (Betten, 1934)	27
Ceraclea (Ceraclea) erratica (Milne, 1936)	4
Ceraclea (Ceraclea) maculata (Banks, 1899)	15
Ceraclea (Ceraclea) nigronervosa (Retzius, 1783)	2
Ceraclea (Ceraclea) punctata (Banks, 1894)	5
Ceraclea (Ceraclea) resurgens (Walker, 1852)	16
Ceraclea (Ceraclea) slossonae (Banks, 1938)	8
Ceraclea (Ceraclea) submacula (Walker, 1852)	1
Ceraclea (Ceraclea) transversa (Hagen, 1861)	26
Ceraclea (Ceraclea) uvalo (Ross, 1938)	1
Ceraclea albosticta (Hagen, 1861)	1
Ceraclea ancylus	2
Ceraclea cancellata	3
Ceraclea diluta (Hagen 1861)	1
Ceraclea diluta (Hagen, 1861)	1
