scientificName	unique_geo
Scathophaga stercoraria (Linnaeus, 1758)	74
Scathophaga suilla (Fabricius, 1794)	18
Scathophagidae	79
Scatimus ovatus Harold, 1862	164
Scatophaga furcata	1
Scatophaga Meigen, 1803	1
Scatophaga nigrolimbata	1
Scatophaga stercoraria	1
Scatophaga suilla	1
Scatophaga vittata Wulp, 1897	1
Scatophila Becker, 1896	11
Scatophila cribrata (Stenhammar, 1844)	6
Scatophila despecta	1
Scatophila despecta (Haliday, 1839)	3
Scatophila disjuncta Cresson, 1935	1
Scatophila exilis Cresson, 1935	1
Scatophila hirtirostris Sturtevant & Wheeler, 1954	1
Scatophila mesogramma (Loew, 1869)	1
Scatophila ordinaria Sturtevant & Wheeler, 1954	1
Scatophila rubribrunnea Sturtevant & Wheeler, 1954	1
Scatophila viridella Sturtevant & Wheeler, 1954	2
Scatopsciara actuosa	1
Scatopsciara armata	1
Scatopsciara Edwards, 1927	33
Scatopsciara nacta	1
Scatopsciara nobilis	1
Scatopsciara radialis	1
Scatopsciara sp. near nacta	1
Scatopsciara sp. near parasciata??	1
Scatopsciara spp.	1
Scatopse atrata	1
Scatopse notata	1
Scatopsidae	40
Scaura latitarsis	4
Scelidopsis Jacoby, 1888	9
Scelio incertus	1
Scelio Latreille, 1805	6
Scelio opacus	1
Scelio ovivorus	1
Scelio singularis	1
Scelio spp.	1
Scelio striativentris	1
Scelionidae	31
Scelioninae	2
Sceliotrachelus Brues, 1908	1
Sceliphron assimile	1
Sceliphron caementarium	2
Sceliphron caementarium (Drury)	1
Sceliphron caementarium (Drury, 1773)	44
Sceliphron Klug, 1801	1
Sceliphron laetum (F. Smith, 1856)	1
Sceliphron sp.	3
Sceliphron spp.	1
Scellus amplus Curran, 1923	6
Scellus dyscritus Hurley, 1995	1
Scellus exustus	1
Scellus exustus (Walker, 1852)	3
Scellus filifer Loew, 1864	2
Scellus Loew, 1857	8
Scellus virago Aldrich, 1907	2
Sceloenopla	2
Scelolyperus meracus	1
Scelolyperus meracus (Say, 1826)	2
Scelolyperus nigrocyaneus (J. L. LeConte, 1879)	2
Scelolyperus torquatus (J. L. LeConte, 1884)	1
Scelolyperus varipes (J. L. LeConte, 1857)	1
Scelolyperus varipes (J.L. LeConte)	1
Scena potentia Druce	1
Scena potentia Druce, 1894	10
Scena propylea Druce, 1894	4
Scena styx Walker	1
Scena Walker, 1854	2
Scenopinidae	2
Scenopinidae unk.	1
Scenopinus fenestralis	1
Scenopinus fenestralis (Linnaeus, 1758)	4
Scenopinus Latreille, 1802	2
Scenopinus mirabilis Adams, 1904	1
Scenopinus werneri Kelsey, 1969	1
Scenopinus whittakeri (James, 1955)	1
Scepsis edwardsii Grote	1
Scepsis fulvicollis Hübner	2
Scepsis mathewi Edwards	1
Sceptea aequepulvellaia	1
Sceptobius Sharp, 1883	1
Sceptonia johannseni	1
Sceptonia longisetosa Sevcik, 2004	2
Sceptonia nigra (Meigen, 1804)	9
Sceptonia Winnertz, 1863	22
Schacontia replica Dyar, 1914	1
schaefferalis	2
Schaffneria davisi (Knight, 1923)	2
Schedlarius mexicanus Wood , 1957b	1
Scheloribates (Scheloribates) pallidulus (Koch, 1841)	5
Scheloribates Berlese, 1908	2
Scheloribatidae	19
schenaniganensis	1
Schendyla nemorensis (Koch, 1837)	5
Schenkia amphileuca	1
Schenkia F??rster, 1869	5
Schenkia FÃ¶rster, 1869	4
Schenkia graminicola recta	1
Schenkia iridescens brevicauda	1
Schenkia iridescens iridescens	1
Schenkia iridescens oreas	1
Schidax anosectaria GuenÃ©e, 1857	2
Schidax coronaria Strecker, 1899	1
Schidax squammularia HÃ¼bner, 1816/27	1
Schinia acutilinea (Grote, 1878)	1
Schinia acutilinea var. separata Grote	1
Schinia adin Strecker	1
Schinia albafascia	1
Schinia albafascia Smith	1
Schinia albafascia Smith, 1886	1
Schinia alencis	1
Schinia aleucis Harvey	1
Schinia approximata Strecker, 1898	1
Schinia ar Strecker, 1898	1
Schinia arcifera Guenée	1
Schinia arcigera	1
Schinia arcigera (Guenee)	2
Schinia arefacta (Edwards, 1884)	1
Schinia argentifascia Barnes and McDunnough	4
Schinia aurantiaca	1
Schinia bicuspida Smith	2
Schinia bifascia	1
Schinia biforma	1
Schinia bina	1
Schinia brevis Grote	1
Schinia chrysella	1
Schinia ciliata Smith	3
Schinia citrinella	1
Schinia citrinellus (Grote and Robinson)	1
Schinia coercita (Grote)	1
Schinia conchula Felder & Rogenhofer	1
Schinia crenilinea Smith, 1891	1
Schinia cumatilis	1
Schinia cumatilis (Grote, 1865)	1
Schinia cupes	1
Schinia cupes (Grote)	2
Schinia cupes Grote	1
Schinia diffusa	1
Schinia diffusa Smith, 1891	1
Schinia dolosa Strecker, 1898	1
Schinia errans	1
Schinia errans Smith	1
Schinia fastidiosa Strecker	1
Schinia ferrisi Pogue & Harp	1
Schinia florida	1
Schinia florida (Guenee)	1
Schinia gaurae	1
Schinia gaurae (Smith)	4
Schinia gloriosa (Strecker, 1878)	1
Schinia gracilenta	1
Schinia gracilenta Hübner	1
Schinia gracilenta Hübner, 1818	1
Schinia graefiana	1
Schinia grandimedia	1
Schinia grandimedia Hardwick	2
Schinia gulnare Strecker	1
Schinia hanga Strecker, 1898	1
Schinia HÃ¼bner, 1823	67
Schinia honesta	1
Schinia hulstia	1
Schinia hulstia Tepper	4
Schinia illustra	1
Schinia imperspicua Strecker	1
Schinia inclara (Strecker, 1876)	1
Schinia indiana	1
Schinia intrabilis J.B. Smith	1
Schinia jaguarina	1
Schinia jaguarina (Guenée, 1852)	1
Schinia labe Strecker, 1898	1
Schinia lanul (Strecker, 1877)	1
Schinia lapata	1
Schinia lora Strecker, 1898	1
Schinia lucens	1
Schinia luxa (Grote)	1
Schinia lynx	1
Schinia lynx (Guenée, 1852)	1
Schinia marginata Haworth	1
Schinia masoni	1
Schinia meadi	1
Schinia meadi (Grote)	3
Schinia miniana (Grote)	3
Schinia mitis	1
Schinia mortua	1
Schinia mortua (Grote)	1
Schinia neglecta Strecker, 1898	1
Schinia nubila (Strecker, 1876)	1
Schinia nundina	1
Schinia nundina (Drury, 1773)	1
Schinia obliqua	1
Schinia obliqua Smith	1
Schinia obscurata	1
Schinia obscurata Strecker, 1898	1
Schinia oleagina Morrison	5
Schinia oleagina Morrison, 1875	1
Schinia packardii Grote	1
Schinia perminuta	1
Schinia persimilis	1
Schinia pulchripennis	1
Schinia pyraloides	1
Schinia regia	1
Schinia regia (Strecker, 1876)	1
Schinia regina Pogue & Harp	1
Schinia regina Pogue and Harp	3
Schinia reniformis	1
Schinia reniformis Smith	1
Schinia rivulosa	1
Schinia roseitincta (Harvey)	4
Schinia roseitincta (Harvey, 1875)	1
Schinia rubiginosa Strecker	1
Schinia sanguinea	1
Schinia sanguinea (Hübner, 1832)	1
Schinia saturata	1
Schinia separata	1
Schinia septentrionalis	1
Schinia septentrionalis (Walker)	1
Schinia sexplagiata	3
Schinia sexplagiata J.B. Smith	1
Schinia sexplagiata Smith	1
Schinia sexplagiata Smith, 1891	1
Schinia simplex	1
Schinia simplex (Smith, 1891)	1
Schinia simplex Smith	1
Schinia siren	1
Schinia siren (Strecker, 1876)	1
Schinia snowi	1
Schinia sordida	1
Schinia sp.	2
Schinia spinosae	2
Schinia spinosae (Guenée, 1852)	1
Schinia spp.	1
Schinia sueta	1
Schinia sueta californicus	1
Schinia tanena Strecker, 1898	1
Schinia tertia	1
Schinia tertia (Grote, 1874)	1
Schinia tertia Grote	2
Schinia thoreaui	1
Schinia thoreaui (Grote & Robinson, 1870)	1
Schinia trifascia	1
Schinia trifascia Hübner, 1818	1
Schinia tuberculum	1
Schinia ultima	1
Schinia ultima (Strecker, 1876)	1
Schinia unimacula	1
Schinia unimacula Smith, 1891	1
Schinia vacciniae	1
Schinia villosa	1
Schinia volupia	1
Schinia volupia Fitch	2
Schinia walsinghami	1
Schinia walsinghami (Edwards)	1
Schinia walsinghami (Edwards, 1881)	1
Schistocephalus	1
Schistocerca albolineata (Thomas)	2
Schistocerca americana (Drury, 1770)	1
Schistocerca americana americana	10
Schistocerca ceratiola Hubbell & F. Walker, 1928	1
Schistocerca damnifica	11
Schistocerca damnifica (Saussure, 1861)	1
Schistocerca emarginata	1
Schistocerca gregaria (ForskÃ¥l, 1775)	1
Schistocerca lineata	15
Schistocerca lineata (Scudder)	12
Schistocerca lineata Scudder	1
Schistocerca nitens (Thunberg)	5
Schistocerca nitens nitens	8
Schistocerca obscura	6
Schistocerca obscura (Fabricius, 1798)	1
Schistocerca shoshone	11
Schistocerca shoshone (Thomas)	4
Schistogendra	1
Schistoglossa Kraatz, 1856	1
Schistomerus californense Palmer, 1957	1
Schistorophus	4
Schistorophus cucullatus	2
Schistorophus elegans	1
Schistosoma	1
Schistosoma haematobium	1
Schistosoma mansoni	1
Schistosomatium douthitti	1
Schistostoma Becker, 1902	1
Schistotaenia	1
Schizaphis (Paraschizaphis) scirpicola (Hille Ris Lambers, 1960)	2
Schizaphis (Schizaphis) viridirubra (Gillette & Palmer, 1932)	1
Schizaphis B??rner, 1931	3
Schizaphis BÃ¶rner, 1931	3
Schizaphis graminum (Rondani)	1
Schizaphis graminum (Rondani, 1852)	7
Schizax senex LeConte, 1873	1
Schizocarpus alaskensis Fain & Whitaker, 1988	1
Schizocarpus centralis Fain & Whitaker, 1988	1
Schizocarpus contrarius Fain & Whitaker, 1988	1
Schizocarpus distinctus Fain & Whitaker, 1988	1
Schizocarpus furcatus Fain, Whitaker & Smith, 1984	1
Schizocarpus indianensis Fain, Whitaker & Smith, 1984	1
Schizocarpus inversus Fain, Whitaker & Smith, 1984	1
Schizocarpus mingaudi Trouessart, 1896	1
Schizocarpus paramingaudi Fain & Whitaker, 1988	1
Schizocarpus postannulatus Fain & Whitaker, 1988	1
Schizocarpus posticus Fain & Whitaker, 1988	1
Schizocarpus protinus Fain & Whitaker, 1988	1
Schizocarpus reductus Fain & Whitaker, 1988	1
Schizocarpus spinifer Fain, Whitaker & Smith, 1984	1
Schizocarpus subvirgulatus Fain, Whitaker & Smith, 1984	1
Schizocarpus tetrapilis Fain, Whitaker & Smith, 1984	1
Schizocarpus Trouessart, 1896	1
Schizocarpus virgulatus Fain, Whitaker & Smith, 1984	1
Schizocerella Forsius, 1927	1
Schizocerella pilicornis	1
Schizocerella pilicornis (Holmgren)	1
Schizocerella pilicornis Holmgren	1
Schizocerus Berthold in Latreille, 1827	1
Schizocosa	1
Schizocosa (Hentz, 1844)	1
Schizocosa aulonia	1
Schizocosa avida	22
Schizocosa avida (Walckenaer, 1837)	31
Schizocosa bilineata	2
Schizocosa bilineata (Emerton, 1885)	21
Schizocosa ceratiola (Gertsch & Wallace, 1935)	1
Schizocosa cf. retrorsa (Banks)	3
Schizocosa Chamberlin, 1904	2
Schizocosa chiricahua	7
Schizocosa communis (Emerton, 1885)	8
Schizocosa crassipalpata	4
Schizocosa crassipalpata Roewer, 1951	19
Schizocosa crassipes	5
Schizocosa crassipes (Walckenaer)	2
Schizocosa crassipes (Walckenaer, 1837)	1
Schizocosa duplex Chamberlin, 1925	7
Schizocosa floridana Bryant, 1934	2
Schizocosa humilis (Banks, 1892)	2
Schizocosa maxima	2
Schizocosa mccoki	1
Schizocosa mccooki	186
Schizocosa mccooki (Montgomery)	1
Schizocosa mccooki (Montgomery, 1904)	17
Schizocosa mimula	17
Schizocosa mimula (Gertsch)	1
Schizocosa minnesotensis	29
Schizocosa minnesotensis (Gertsch, 1934)	3
Schizocosa ocreata	12
Schizocosa ocreata (Hentz)	1
Schizocosa ocreata (Hentz, 1844)	58
Schizocosa retrorsa (Banks, 1911)	12
Schizocosa rovneri Uetz & Dondale, 1979	1
Schizocosa saltatrix	47
Schizocosa saltatrix (Hentz, 1844)	13
Schizocosa sp.	2
Schizocosa uetzi Stratton, 1997	1
Schizocytheridae	5
Schizogenius (Schizogenius) amphibius (Haldeman, 1843)	1
Schizogenius (Schizogenius) auripennis Bates, 1881	1
Schizogenius (Schizogenius) depressus LeConte, 1852	1
Schizogenius (Schizogenius) falli Whitehead, 1972	2
Schizogenius (Schizogenius) ferrugineus Putzeys, 1846	1
Schizogenius (Schizogenius) kulti Whitehead, 1972	2
Schizogenius (Schizogenius) lineolatus (Say, 1823)	1
Schizogenius (Schizogenius) litigiosus Fall, 1901	1
Schizogenius (Schizogenius) longipennis Putzeys, 1867	1
Schizogenius (Schizogenius) neovalidus Whitehead, 1972	1
Schizogenius (Schizogenius) planuloides Whitehead, 1972	1
Schizogenius (Schizogenius) pluripunctatus LeConte, 1852	1
Schizogenius (Schizogenius) pygmaeus Van Dyke, 1925	1
Schizogenius (Schizogenius) sallei Putzeys, 1867	1
Schizogenius (Schizogenius) scopaeus Whitehead, 1972	1
Schizogenius (Schizogenius) seticollis Fall, 1901	1
Schizogenius (Schizogenius) sulcifrons Putzeys, 1846	1
Schizogenius auripennis Bates	6
Schizogenius brevisetosus	1
Schizogenius chiricahuanus Whitehead	6
Schizogenius depressus LeConte	10
Schizogenius falli Whitehead	31
Schizogenius ferrugineus	2
Schizogenius ferrugineus Putzeys	1
Schizogenius lineolatus	2
Schizogenius lineolatus (Say)	1
Schizogenius longipennis Putzeys	4
Schizogenius neovalidus	2
Schizogenius neovalidus Whitehead	8
Schizogenius ochthocephalus Whitehead	1
Schizogenius pluripunctatus LeConte	9
Schizogenius Putzeys, 1846	1
Schizogenius pygmaeus VanDyke	26
Schizogenius sallei Putzeys	8
Schizogenius sulcifrons Putzeys	1
Schizohelea leucopeza	1
Schizolachnus curvispinosus Hottes, Essig & Knowlton, 1954	2
Schizolachnus Mordvilko, 1909	1
Schizolachnus parvus (Wilson, H.F., 1915)	1
Schizolachnus pineti (Fabricius, 1781)	2
Schizolachnus piniradiatae (Davidson, 1909)	1
Schizomyia spp.	1
Schizopelma Pickard Cambridge, 1897	1
Schizopera borutzkyi Monchenko, 1967	1
Schizopera californica Lang, 1965	1
Schizopera carolinensis Coull, 1971	1
Schizopera knabeni Lang, 1965	2
Schizopera Sars G.O., 1905	1
Schizophrys aspera (H. Milne Edwards, 1834)	2
Schizophyllum cervinum Verhoeff, 1910	1
Schizophyllum dorsovittatum (Verhoeff, 1893)	1
Schizoprymnus	3
Schizoprymnus spp.	1
Schizoprymnus texanus	1
Schizopteridae	13
Schizopyga frigida	1
Schizopyga Gravenhorst, 1829	5
Schizotus cervicalis	2
Schizotus cervicalis Newman, 1838	4
Schizura apicalis	1
Schizura badia	1
Schizura badia Packard, 1864	2
Schizura biedermani	1
Schizura biedermani Barnes & McDunnough, 1911	1
Schizura concinna	1
Schizura concinna Abbot & J. E. Smith	1
Schizura concinna Abbot & Smith, 1797	4
Schizura Doubleday, 1841	3
Schizura ipomaeae Doubleday	1
Schizura ipomeae Doubleday	1
Schizura ipomeae Packard	1
Schizura ipomeae var. cinereofrons Packard	1
Schizura ipomeae var. telifer Grote	1
Schizura ipomoeae	1
Schizura ipomoeae Doubleday, 1841	4
Schizura leptinoides	1
Schizura leptinoides Grote	1
Schizura leptinoides Grote, 1864	12
Schizura tomaea Dyar, 1917	3
Schizura unicornis	1
Schizura unicornis Abbot & Smith, 1797	18
Schlettererius cinctipes	1
Schmidtolus	1
Schoenicus Leconte, 1866	2
Schoenlandella insculpta	1
Schoenobius Duponchel, 1836	2
Schoenomyza chrysostoma	1
Schoenomyza chrysostoma Loew	1
Schoenomyza chrysostoma Loew, 1870	45
Schoenomyza convexifrons Malloch, 1918	2
Schoenomyza dorsalis	1
Schoenomyza dorsalis Loew, 1872	89
Schoenomyza Haliday, 1833	27
Schoenomyza litorella	1
Schoenomyza litorella (Fallen, 1823)	5
Schoenomyza spp.	1
Schoutedenocoptes americanus	1
Schoutedenocoptes americanus Fain & Hyland, 1967	1
Schoutedenocoptes Fain, 1956	1
Schranckia Walker, 1858	2
Schrankia macula	1
Schreckensteinia festaliella HÃ¼bner, 1919	3
Schreckensteinia HÃ¼bner, 1825	1
Schroederella fuscopicea Gill, 1962	1
Schroederella iners	1
Schwarzerion holochlorum Greeney & DeVries, 2005	1
schwarziella	1
schwarziella?	1
Schwenkfeldina Frey, 1942	2
Schwenkfeldina sp. near tridentata R_bsaamen	1
Schwiebea Oudemans, 1916	1
Sciadiocara	1
Sciagraphia flavivenata	1
Sciagraphia Hulst, 1896	2
Scianthus punctigera Cramer	1
Sciaphilus asperatus	1
Sciaphilus asperatus (Bonsdorff, 1785)	5
Sciapteron castaneum Edwards	1
Sciapus filipes	1
Sciapus scintillans	1
Sciapus tener	1
Sciapus tener (Loew, 1862)	2
Sciapus unifasciatus	1
Sciapus Zeller, 1842	7
Sciara arcuata	1
Sciara globosa	1
Sciara kitakamiensis Sutou, 2004	2
Sciara Meigen, 1803	3
Sciara ochrolabis	1
Sciara sciophila	1
Sciara spp.	1
Sciara vulgaris	1
Sciaridae	211
Sciastes dubius (Hackman, 1954)	3
Sciastes hastatus Millidge, 1984	1
Sciastes mentasta (Chamberlin & Ivie, 1947)	1
Sciastes truncatus	2
Sciastes truncatus (Emerton, 1882)	34
Scierus annectans LeConte, 1876	1
Scina borealis (G. O. Sars, 1882)	1
Scina crassicornis (J. C. Fabricius, 1775)	1
scintillana randana	1
scintillans	1
Sciocoris microphthalmus	1
Sciocoris microphthalmus Flor, 1860	2
Sciodrepoides latinotum	2
Sciodrepoides terminans	1
Sciodrepoides terminans (LeConte, 1850)	1
Sciodrepoides watsoni	1
Sciodrepoides watsoni (Spence, 1815)	3
Sciomyza aristalis	1
Sciomyza aristalis (Coquillett, 1901)	2
Sciomyza Fall??n, 1820	1
Sciomyza FallÃ©n, 1820	6
Sciomyza simplex	1
Sciomyza simplex Fallen, 1820	3
Sciomyza varia	1
Sciomyza varia (Coquillett, 1904)	2
Sciomyzidae	39
Sciophila Meigen, 1818	16
Sciophila mississippiensis	1
Sciophila nigronitida Landrock, 1912	1
Sciophila spp.	1
Sciopithes obscurus Horn, 1876	4
Sciopsyche tropica Walker, 1854	4
Sciota Hulst, 1888	23
Scirites pectinatus (Emerton, 1911)	1
Scironis sima	2
Scironis sima Chamberlin, 1949	2
Scironis tarsalis (Emerton, 1911)	13
Scironis tarsalis Emerton, 1911	2
scirpicola	1
Scirtes Illiger, 1807	6
Scirtes orbiculatus	5
Scirtes tibialis	1
Scirtes tibialis Guerin	6
Scirtetes spp.	1
Scirtidae	70
Scirtothrips aceri Moulton, 1926	1
Scirtothrips albus (Jones, 1912)	1
Scirtothrips clivicola Hood, 1957	1
Scirtothrips perseae Nakahara, 1997	1
Scirtothrips Shull, 1909	1
Scirtothrips sp.	1
Sclerobunus cavicolens	1
Sclerobunus glorietus	3
Sclerobunus idahoensis	65
Sclerobunus klomax	1
Sclerobunus madhousensis	1
Sclerobunus nondimorphicus	55
Sclerobunus robustus	43
Sclerobunus robustus (Packard)	1
Sclerobunus robustus (Packard) (2)	1
Sclerobunus robustus (Packard, 1877)	1
Sclerobunus skywalkeri	3
Sclerobunus speoventus	1
Sclerobunus ungulatus	1
Sclerocoelus Marshall, 1995	1
Sclerocoelus sordipes	1
Sclerocrangon alata Rathbun, 1902	1
Sclerocrangon boreas (Phipps, 1774)	5
Sclerocrangon ferox (G. O. Sars, 1877)	1
Sclerodermus Latreille, 1809	1
Scleroplax granulata Rathbun, 1894	8
Scleropogon duncani Bromley	2
Scleropogon picticornis Loew	1
Scleropogon sp.	1
Scleropogon texanus (Bromley)	1
Sclerosomatidae Simon, 1879	3
Scobicia bidentata	1
Scobicia declivis (LeConte, 1860)	1
Scobicia Lesne, 1901	1
Scobina galumnata	1
Scobina guatemalensis	1
Scobina Lepeletier & Serville, 1828	1
Scobina poecila	1
Scolecithricella minor (Brady, 1883)	69
Scolecithricella Sars G.O., 1902	4
Scolecithrix danae (Lubbock, 1856)	1
Scolecocampa atriluna	1
Scolecocampa liburna	1
Scolecocampa liburna (Geyer, 1837)	1
Scolecocampa liburna Geyer, 1823	4
Scolia azteca	1
Scolia bicincta	1
Scolia bicincta Fabricius, 1775	1
Scolia dubia dubia	1
Scolia dubia dubia Say, 1837	1
Scolia dubia haematodes	1
Scolia dubia haematodes Burmeister, 1853	1
Scolia dubia Say	5
Scolia guttata guttata	1
Scolia J.C.Fabricius, 1775	5
Scolia mexicana	1
Scolia nobilitata Fabricius	2
Scolia nobilitata Fabricius, 1805	1
Scolia nobilitata nobilitata	1
Scolia nobilitata otomita	1
Scolia nobilitata tricincta	1
Scolia notata Fabricius, 1794	1
Scoliidae	9
Scoliocentra fraterna Loew, 1863	1
Scoliocentra Loew, 1862	1
Scoliocentra tincta (Walker, 1849)	5
Scolioneura betuleti (Klug, 1816)	1
Scolioneura vicina Konow, 1894	1
Scoliopteryx Germar, 1810	4
Scoliopteryx libatrix	1
Scoliopteryx libatrix (Linnaeus, 1758)	1
Scoliopteryx libatrix Linnaeus, 1758	4
Scollidae	1
Scolobates auriculatus	1
Scolobates auriculatus (Fabricius, 1804)	3
Scolobates maculipennis	1
Scolobates sp.	1
Scoloderus cordatus (Taczanowski, 1879)	1
Scoloderus Simon, 1888	2
Scoloderus sp.	2
Scolopendra alternans Leach, 1813	1
Scolopendra aztecorum Verhoeff 1934	1
Scolopendra gigantea Linnaeus 1758	1
Scolopendra herculeana C.L. Koch 1847	1
Scolopendra Linnaeus, 1758	1
Scolopendra octodentata Verhoeff 1934	1
Scolopendra polymorpha Wood	2
Scolopendra subspinipes	1
Scolopendra viridis Say 1821	1
Scolopendridae	1
scolopendrina	4
scolopendrina?	1
Scolopendromorpha	1
Scolopendromorpha Latreille, 1817	45
Scolopocerus granulosus Barber	1
Scolopocerus sp.	3
Scolopocerus uhleri Distant	1
Scolopocryptops	1
Scolopocryptops gracilis Wood, 1862	1
Scolopocryptops lanatipes Wood, 1862	1
Scolopocryptops nigridius McNeill, 1887	3
Scolopocryptops rubiginosus Koch, 1878	1
Scolopocryptops sexspinosus (Say, 1821)	10
Scolopocryptops spinicaudus Wood, 1862	1
Scolopostethus atlanticus HorvÃ¡th, 1893	1
Scolopostethus pacificus Barber, 1918	1
Scolopostethus thomsoni	1
Scolopostethus thomsoni Reuter, 1874	7
Scolopostethus tropicus (Distant, 1882)	1
Scolops angustatus	1
Scolops angustatus Uhler	1
Scolops angustatus Uhler, 1876	4
Scolops hesperius Uhler	2
Scolops neomexicanus Lawson and Beamer	4
Scolops osborni	1
Scolops robustus Ball	1
Scolops Schaum in Ersch & Gruber, 1850	1
Scolops sp.	2
Scolops stonei	1
Scolops sulcipes	1
Scolops sulcipes (Say, 1825)	4
Scolops viridis Ball	1
Scolothrips longicornis Priesner, 1926	1
Scolothrips sexmaculatus (Pergande, 1890)	1
Scolothrips sp.	2
Scoloura phillipsi Sieg & Dojiri, 1991	35
Scolytinae	94
Scolytodes	1
Scolytodes clusiacolens Wood , 1967c	1
Scolytodes Ferrari, 1867	1
Scolytodes maurus Wood & Bright , 1992	1
Scolytodes micidus Wood , 1971	1
Scolytodes multistriatus Wood & Bright , 1992	1
Scolytodes parvulus Wood , 1969b	1
Scolytodes plumeriae Wood , 1969b	1
Scolytodes plumericolens Wood , 1983a	1
Scolytodes reticulatus Wood & Bright , 1992	1
Scolytodes retifer Wood , 1983a	1
Scolytodes schwarzi Wood & Bright , 1992	1
Scolytodes tenuis Wood & Bright , 1992	1
Scolytogenes jalapae	1
Scolytogenes knabi Wood & Bright , 1992	1
Scolytogenes rusticus Wood & Bright , 1992	1
Scolytopsis puncticollis Blandford , 1896e	1
Scolytus cristatus Wood , 1969b	1
Scolytus dimidiatus	1
Scolytus dimidiatus Chapuis , 1869	1
Scolytus fagi	4
Scolytus Geoffroy, 1762	2
Scolytus laetus	1
Scolytus laricis	1
Scolytus mali	4
Scolytus manticolae	2
Scolytus monticolae	1
Scolytus monticolae Swaine, 1917	1
Scolytus multistriatus	32
Scolytus multistriatus (Marsham)	2
Scolytus multistriatus Marsham 1802	1
Scolytus mundus Wood , 1968b	1
Scolytus muticus	27
Scolytus muticus Say	1
Scolytus muticus Say , 1824	1
Scolytus obelus Wood , 1962	1
Scolytus piceae	3
Scolytus piceae Wood & Bright , 1992	2
Scolytus praeceps	2
Scolytus praeceps Leconte , 1876	1
Scolytus propinquus	1
Scolytus propinquus Blandford , 1896e	1
Scolytus quadrispinosus	4
Scolytus reflexus	3
Scolytus robustus	6
Scolytus robustus Blackman	1
Scolytus rugulosas	8
Scolytus rugulosus	11
Scolytus rugulosus (Mueller)	4
Scolytus rugulosus Muller, 1818	1
Scolytus scheryrewi	4
Scolytus schevyrewi	7
Scolytus schwarzi	1
Scolytus sp.	3
Scolytus spp.	2
Scolytus tsugae (Swaine)	1
Scolytus ventralis	1
Scolytus ventralis LeConte	1
Scolytus ventralis LeConte , 1868	1
Scolytus wickhami	1
Scolytus wickhami Blackman	2
Scomberocotyle	1
Scopaeus	4
Scopaeus Erichson, 1840	2
Scopaeus spp.	1
scoparia (lateritia)	1
Scoparia anagantis Dyar, 1918	1
Scoparia basalis	1
Scoparia basalis Walker, 1865	1
Scoparia biplagialis	1
Scoparia biplagialis Walker, 1865	37
Scoparia cinereomedia Dyar, 1904	6
Scoparia cyclophora Dyar, 1918	1
Scoparia extincta Dyar, 1921	1
Scoparia Haworth, 1811	22
Scoparia penumbralis	1
Scoparia penumbralis Dyar, 1906	14
Scoparia spelaea Meyrick, 1884	1
Scoparia stereostigma Dyar, 1918	1
Scopelodes	1
Scopelosoma ceromatica Grote	1
Scopelosoma devia Grote	1
Scopelosoma indirecta Walker	1
Scopelosoma morrisoni Grote	1
Scopelosoma sidus Guenée	1
Scopelosoma tristigmata Grote	1
scopeops	1
scopeops (tecatensis)	1
Scopesis gesticulator	1
Scopesis rufonotatus	1
Scopifera antorides Druce, 1891	2
Scopifera falsirenalis Schaus, 1916	1
Scopifera insurrecta Dyar, 1918	1
Scopifera lycagusalis Walker, 1858	1
Scopifera lygdus Druce, 1891	1
Scopifera menippusalis Walker, 1856	5
Scopifera poasalis Schaus, 1913	1
Scopodes cambridgei (Gertsch & Davis)	1
Scopula	1
Scopula ancellata	1
Scopula ancellata Hulst, 1887	9
Scopula cacuminaria	1
Scopula cacuminaria Morrison, 1874	1
Scopula frigidaria	1
Scopula frigidaria MÃ¶schler, 1860	18
Scopula fuscata Hulst, 1887	2
Scopula inductata	1
Scopula inductata GuenÃ©e, 1858	29
Scopula junctaria	1
Scopula junctaria quinquelinearia	1
Scopula junctaria Walker, 1861	27
Scopula lautaria	1
Scopula limboundata	1
Scopula limboundata (Haworth, 1809)	1
Scopula limboundata Haworth, 1809	18
Scopula luteolata Hulst, 1880	11
Scopula ordinata	1
Scopula quadrilineata	1
Scopula quadrilineata Packard, 1876	6
Scopula quinquelinearia Packard, 1871	12
Scopula Schrank, 1802	16
Scopula sentinaria	1
Scopula septentrionicola	1
Scopula septentrionicola McDunnough, 1939	2
Scopula siccata McDunnough, 1939	1
Scopula sideraria	1
Scopula sp.	1
Scopula umbilicata	1
Scorpiones	1
Scorpionus Smith, 1884	1
Scoterpes	1
Scoterpes austrinus	1
Scoterpes copei (Packard, 1881)	1
Scotinella	1
Scotinella Banks, 1911	5
Scotinella britcheri (Petrunkevitch, 1910)	1
Scotinella brittoni	1
Scotinella brittoni (Gertsch, 1941)	2
Scotinella camawhitae	1
Scotinella deleta (Gertsch, 1941)	1
Scotinella divesta	1
Scotinella divesta (Gertsch, 1941)	8
Scotinella divinula (Gertsch, 1941)	1
Scotinella divinula Gertsch	1
Scotinella fratrella	1
Scotinella fratrella (Gertsch, 1935)	19
Scotinella madisonia Levi, 1951	15
Scotinella minnetonka (Chamberlin & Gertsch, 1930)	1
Scotinella minnetonka (Chamberlin & Gertsch, 1931)	7
Scotinella pugnata	6
Scotinella pugnata (Emerton, 1890)	42
